market_id,match_id,question,current_crowd,status,opening_time,closing_date
c499a3e6-92f2-4b44-bac2-751ec61acf56,780369fb-f757-4166-998b-c2db986f87f4,Will Croatia score in the second half?,50,open,2026-06-02T16:00:00.000Z,2026-06-27T21:00:00.000Z
6a29d849-2b3f-4a64-b2b6-3f034b2a5b2b,780369fb-f757-4166-998b-c2db986f87f4,Will there be 9 or more total corner kicks?,50,open,2026-06-02T16:00:00.000Z,2026-06-27T21:00:00.000Z
43ae8180-e10c-418d-89ab-e5a42e58d702,780369fb-f757-4166-998b-c2db986f87f4,Will Croatia have 6 or more shots on target?,50,open,2026-06-02T16:00:00.000Z,2026-06-27T21:00:00.000Z
2e61a108-671a-4024-b421-aa67e7b8105d,780369fb-f757-4166-998b-c2db986f87f4,Will Antoine Semenyo have at least 1 shot on target?,50,open,2026-06-02T16:00:00.000Z,2026-06-27T21:00:00.000Z
00f8764b-b25b-4da2-8b8b-2a0e53eede10,3d8d1b96-0cca-4fd5-8f21-ad44f457d689,Will Panama score at least 1 goal?,50,open,2026-06-02T16:00:00.000Z,2026-06-27T21:00:00.000Z
d793a499-ddd9-4eab-8c07-4be160366653,3d8d1b96-0cca-4fd5-8f21-ad44f457d689,"At halftime, will the match be tied?",50,open,2026-06-02T16:00:00.000Z,2026-06-27T21:00:00.000Z
b394df3c-cd76-4d91-a9e6-d654162adab2,3d8d1b96-0cca-4fd5-8f21-ad44f457d689,Will the match have 3 or more total goals?,50,open,2026-06-02T16:00:00.000Z,2026-06-27T21:00:00.000Z
91d86b83-bac0-49dd-ba31-bbde0983c2d2,3d8d1b96-0cca-4fd5-8f21-ad44f457d689,Will there be 5 or more total corner kicks in the second half?,50,open,2026-06-02T16:00:00.000Z,2026-06-27T21:00:00.000Z
aad59e42-0d36-4261-aa3f-8e95a96fcd47,3d8d1b96-0cca-4fd5-8f21-ad44f457d689,Will José Fajardo have at least 1 shot on target?,50,open,2026-06-02T16:00:00.000Z,2026-06-27T21:00:00.000Z
6c63350c-f662-44bb-b914-406c60ad3d0c,3d8d1b96-0cca-4fd5-8f21-ad44f457d689,Will Harry Kane have at least 1 shot on target?,50,open,2026-06-02T16:00:00.000Z,2026-06-27T21:00:00.000Z
12f8261f-89b4-4c59-ab7b-4cea700478a1,03d5b4fb-f094-43e8-ae66-b99987ea03e7,Will Uzbekistan commit more fouls than DR Congo?,50,open,2026-06-01T19:46:00.000Z,2026-06-27T23:30:00.000Z
2a93e720-962b-43d9-a6de-c595fdf29a0d,03d5b4fb-f094-43e8-ae66-b99987ea03e7,Will Uzbekistan be caught offside 2 or more times?,50,open,2026-06-01T19:46:00.000Z,2026-06-27T23:30:00.000Z
57a0208a-b784-4663-aca6-047aadc0fc4b,03d5b4fb-f094-43e8-ae66-b99987ea03e7,Will both teams have at least 1 shot on target in the second half?,50,open,2026-06-01T19:46:00.000Z,2026-06-27T23:30:00.000Z
2392f003-e56a-4289-a3b1-b07e7de291b2,03d5b4fb-f094-43e8-ae66-b99987ea03e7,Will both teams score AND the match have 3 or more total goals?,50,open,2026-06-01T19:46:00.000Z,2026-06-27T23:30:00.000Z
3f4a50eb-7a9a-4eba-b913-f3bb14d64ee7,03d5b4fb-f094-43e8-ae66-b99987ea03e7,Will a penalty kick be awarded OR a red card be shown?,50,open,2026-06-01T19:46:00.000Z,2026-06-27T23:30:00.000Z
bb825e94-a0a4-4ea9-a7f3-9835ecf3bca8,03d5b4fb-f094-43e8-ae66-b99987ea03e7,Will Uzbekistan have more shots on target than DR Congo in the second half?,50,open,2026-06-01T19:46:00.000Z,2026-06-27T23:30:00.000Z
cf17a41d-37e3-4979-82aa-81934ce7b121,03d5b4fb-f094-43e8-ae66-b99987ea03e7,Will Eldor Shomurodov have at least 1 shot on target in the second half?,50,open,2026-06-01T19:46:00.000Z,2026-06-27T23:30:00.000Z
9f7c76ed-e5f2-459b-af43-29e03299257b,d55a394e-9ba6-4a4a-8112-994724f4b464,Will Colombia be caught offside 2 or more times?,50,open,2026-06-01T19:46:00.000Z,2026-06-27T23:30:00.000Z
c48e143a-ce01-4977-9b79-98077a2e04bc,d55a394e-9ba6-4a4a-8112-994724f4b464,"In the second half, will Colombia have more shots on target than Portugal?",50,open,2026-06-01T19:46:00.000Z,2026-06-27T23:30:00.000Z
de87022c-d94b-41cc-84c9-096f933d5929,d55a394e-9ba6-4a4a-8112-994724f4b464,Will a penalty kick be awarded OR a red card be shown?,50,open,2026-06-01T19:46:00.000Z,2026-06-27T23:30:00.000Z
3b9f27bf-b9ca-4604-9112-ef8e99dfbe36,d55a394e-9ba6-4a4a-8112-994724f4b464,Will both teams score AND the match have 3 or more total goals?,50,open,2026-06-01T19:46:00.000Z,2026-06-27T23:30:00.000Z
41bdce13-bfca-4c36-a0bb-12ad94b54db8,03d5b4fb-f094-43e8-ae66-b99987ea03e7,Will DR Congo win the match?,50,open,2026-06-02T16:00:00.000Z,2026-06-27T23:30:00.000Z
f3962b11-d359-4295-8efb-b9a55c574d3b,03d5b4fb-f094-43e8-ae66-b99987ea03e7,Will Cédric Bakambu score or assist a goal (excluding own goals)?,50,open,2026-06-02T16:00:00.000Z,2026-06-27T23:30:00.000Z
b7328c17-3a9c-49fe-a9a0-1eceed96a03a,03d5b4fb-f094-43e8-ae66-b99987ea03e7,Will Uzbekistan have 5 or more corner kicks?,50,open,2026-06-02T16:00:00.000Z,2026-06-27T23:30:00.000Z
9abcb31a-2213-49d2-a515-43b9cc9a71ab,d55a394e-9ba6-4a4a-8112-994724f4b464,Will Colombia win the match?,50,open,2026-06-02T16:00:00.000Z,2026-06-27T23:30:00.000Z
eb47fe91-b920-4acf-9c5a-1009ed7cb33a,d55a394e-9ba6-4a4a-8112-994724f4b464,Will Colombia have 4 or more shots on target?,50,open,2026-06-02T16:00:00.000Z,2026-06-27T23:30:00.000Z
c703d31f-77ab-4190-8666-7b334aa1bec8,d55a394e-9ba6-4a4a-8112-994724f4b464,Will Portugal have 4 or more shots on target?,50,open,2026-06-02T16:00:00.000Z,2026-06-27T23:30:00.000Z
c5fada39-248b-4118-ae3e-4e6af345fa96,d55a394e-9ba6-4a4a-8112-994724f4b464,Will there be 5 or more total corner kicks in the second half?,50,open,2026-06-02T16:00:00.000Z,2026-06-27T23:30:00.000Z
7e371206-e93a-437d-9a4a-a5451e44012e,d55a394e-9ba6-4a4a-8112-994724f4b464,Will Luis Díaz score a goal (excluding own goals)?,50,open,2026-06-02T16:00:00.000Z,2026-06-27T23:30:00.000Z
c52cb04a-6fdc-41ce-be3a-e52331e876e4,d55a394e-9ba6-4a4a-8112-994724f4b464,Will Gonçalo Ramos have at least 1 shot on target?,50,open,2026-06-02T16:00:00.000Z,2026-06-27T23:30:00.000Z
89a055ad-c0e0-4d32-81d3-a697e201d01e,03995b66-4456-4acf-bc95-cf9f1645be0c,Will Argentina have at least 1 corner kick in the first half?,50,open,2026-06-01T19:46:00.000Z,2026-06-28T02:00:00.000Z
9737e196-a037-4bc7-94c7-6afe9ac69463,03995b66-4456-4acf-bc95-cf9f1645be0c,Will Jordan be caught offside 2 or more times?,50,open,2026-06-01T19:46:00.000Z,2026-06-28T02:00:00.000Z
e71cc4d9-cfb2-42d6-a795-93c0ca645882,03995b66-4456-4acf-bc95-cf9f1645be0c,Will Jordan commit more fouls than Argentina?,50,open,2026-06-01T19:46:00.000Z,2026-06-28T02:00:00.000Z
36d135a4-2db4-4702-a4f3-e020206a4d9f,03995b66-4456-4acf-bc95-cf9f1645be0c,Will Argentina have more shots on target than Jordan in the second half?,50,open,2026-06-01T19:46:00.000Z,2026-06-28T02:00:00.000Z
64167c13-32d0-4b61-bd0b-f54a331f3336,03995b66-4456-4acf-bc95-cf9f1645be0c,Will a penalty kick be awarded OR a red card be shown in the match?,50,open,2026-06-01T19:46:00.000Z,2026-06-28T02:00:00.000Z
89051d35-6048-480e-a2f7-925ac9346337,c5b16a05-c823-48c9-ac79-8923c44df945,Will Algeria commit more fouls than Austria?,50,open,2026-06-01T19:46:00.000Z,2026-06-28T02:00:00.000Z
4e2fd55d-652b-4fb5-9375-31e382bada1c,c5b16a05-c823-48c9-ac79-8923c44df945,Will Austria have more shots on target than Algeria in the second half?,50,open,2026-06-01T19:46:00.000Z,2026-06-28T02:00:00.000Z
e7e494aa-0978-4c61-a66e-91876ab893cb,c5b16a05-c823-48c9-ac79-8923c44df945,Will Austria score the first goal of the second half?,50,open,2026-06-01T19:46:00.000Z,2026-06-28T02:00:00.000Z
37f1e3ff-3bb5-41e3-b1d3-cf9bf02eefa0,c5b16a05-c823-48c9-ac79-8923c44df945,Will Austria score more goals than Algeria in the second half?,50,open,2026-06-01T19:46:00.000Z,2026-06-28T02:00:00.000Z
11105aab-6512-426a-8398-c59c4b8ba8e4,c5b16a05-c823-48c9-ac79-8923c44df945,Will Austria receive more cards than Algeria?,50,open,2026-06-01T19:46:00.000Z,2026-06-28T02:00:00.000Z
eaf3a69b-22c2-43f1-bde5-80dc167fd331,03995b66-4456-4acf-bc95-cf9f1645be0c,Will Jordan score at least 1 goal?,50,open,2026-06-02T16:00:00.000Z,2026-06-28T02:00:00.000Z
3d98c4bc-7429-44d1-ba22-f94b9e89a24f,03995b66-4456-4acf-bc95-cf9f1645be0c,Will the match have 2 or fewer total goals?,50,open,2026-06-02T16:00:00.000Z,2026-06-28T02:00:00.000Z
d246bfc5-f14e-4de2-939f-27d25176efec,03995b66-4456-4acf-bc95-cf9f1645be0c,Will Jordan score in the second half?,50,open,2026-06-02T16:00:00.000Z,2026-06-28T02:00:00.000Z
265b0dde-79a3-477b-a989-e86a1bf2b530,03995b66-4456-4acf-bc95-cf9f1645be0c,Will Mousa Al-Taamari score or assist a goal (excluding own goals)?,50,open,2026-06-02T16:00:00.000Z,2026-06-28T02:00:00.000Z
db40a747-94d5-4120-9399-19b8a549c95e,03995b66-4456-4acf-bc95-cf9f1645be0c,Will Argentina have 6 or more shots on target?,50,open,2026-06-02T16:00:00.000Z,2026-06-28T02:00:00.000Z
3d4d7f4a-ad8a-43f4-a5a6-f777e18c7c76,c5b16a05-c823-48c9-ac79-8923c44df945,Will Algeria win the match?,50,open,2026-06-02T16:00:00.000Z,2026-06-28T02:00:00.000Z
65e32b43-e8cc-4a03-9e13-378ab6b950b6,c5b16a05-c823-48c9-ac79-8923c44df945,Will there be 9 or more total corner kicks?,50,open,2026-06-02T16:00:00.000Z,2026-06-28T02:00:00.000Z
ddb88604-c5b2-41e4-b54c-3a6251ca225a,c5b16a05-c823-48c9-ac79-8923c44df945,Will Algeria have 3 or more shots on target?,49,open,2026-06-02T16:00:00.000Z,2026-06-28T02:00:00.000Z
a42becae-4a32-411a-904a-813bb1a2af6b,c5b16a05-c823-48c9-ac79-8923c44df945,Will Austria have 5 or more shots on target?,50,open,2026-06-02T16:00:00.000Z,2026-06-28T02:00:00.000Z
0689d420-b2dc-4ad5-bcf7-4f62a43ae956,c5b16a05-c823-48c9-ac79-8923c44df945,Will Marcel Sabitzer have at least 1 shot on target?,50,open,2026-06-02T16:00:00.000Z,2026-06-28T02:00:00.000Z
a51434a4-c066-44b5-a0bd-e6126281cbd6,c03909dc-6898-4224-851b-0250b179e749,"Will a card be shown after the second hydration break, including any extra time?",50,open,2026-06-10T16:00:00.000Z,2026-06-28T19:00:00.000Z
2e4393e0-3948-4f76-8a2d-f2197c6a3e55,c03909dc-6898-4224-851b-0250b179e749,Will both teams score in regulation (90 minutes + stoppage time)?,50,open,2026-06-10T16:00:00.000Z,2026-06-28T19:00:00.000Z
b4734ea2-4c43-4e7f-8bf3-f57573fcb298,c03909dc-6898-4224-851b-0250b179e749,Will either team be ruled offside before the first hydration break?,50,open,2026-06-10T16:00:00.000Z,2026-06-28T19:00:00.000Z
de21e828-24f0-4378-b95d-c64932778c89,c03909dc-6898-4224-851b-0250b179e749,Will a substitute score a goal in regulation (90 minutes + stoppage time)?,50,open,2026-06-10T16:00:00.000Z,2026-06-28T19:00:00.000Z
3c1fd51d-483c-45ac-bfeb-403b3a4d5ea0,c03909dc-6898-4224-851b-0250b179e749,Will a goal be scored before the first hydration break?,50,open,2026-06-10T16:00:00.000Z,2026-06-28T19:00:00.000Z
5a6436d4-afe8-4c0f-9647-946022d213cb,c03909dc-6898-4224-851b-0250b179e749,Will there be 9 or more total corner kicks in regulation (90 minutes + stoppage time)?,50,open,2026-06-10T16:00:00.000Z,2026-06-28T19:00:00.000Z
2df5fdab-7006-4846-ab13-f8794ca1712b,c03909dc-6898-4224-851b-0250b179e749,Will regulation (90 minutes + stoppage time) end in a tie?,50,open,2026-06-10T16:00:00.000Z,2026-06-28T19:00:00.000Z
4fca9b8a-3c1f-41a8-ade6-fecd21f90469,c03909dc-6898-4224-851b-0250b179e749,Will Canada be ahead at halftime?,50,open,2026-06-10T16:00:00.000Z,2026-06-28T19:00:00.000Z
a1700706-dbc0-4e3f-877d-9d27c0842619,c03909dc-6898-4224-851b-0250b179e749,Will South Africa advance to the Round of 16?,50,open,2026-06-10T16:00:00.000Z,2026-06-28T19:00:00.000Z
14da2f89-aab8-4906-9d34-2bb72525beab,c03909dc-6898-4224-851b-0250b179e749,Will a penalty kick be awarded during regulation (90 minutes + stoppage time)?,50,open,2026-06-10T16:00:00.000Z,2026-06-28T19:00:00.000Z
51fc6eca-3437-41ba-8383-0c60a2001ed7,c03909dc-6898-4224-851b-0250b179e749,"Will the second half produce more goals than the first half in regulation (90 minutes + stoppage time), excluding extra time?",50,open,2026-06-10T16:00:00.000Z,2026-06-28T19:00:00.000Z
be7f5812-cf65-4b9c-87a3-f1b898922f22,c03909dc-6898-4224-851b-0250b179e749,Will any player score more than 1 goal (excluding own goals) in regulation (90 minutes + stoppage time)?,50,open,2026-06-10T16:00:00.000Z,2026-06-28T19:00:00.000Z
d03dc02d-b7c2-4978-9e92-4c29102843d0,c03909dc-6898-4224-851b-0250b179e749,Will Cyle Larin score a goal (excluding own goals) in regulation (90 minutes + stoppage time)?,50,open,2026-06-10T16:00:00.000Z,2026-06-28T19:00:00.000Z
bbe03969-b5d0-4eac-87b6-e1cab878ff69,c03909dc-6898-4224-851b-0250b179e749,Will there be 4 or more total cards shown in regulation (90 minutes + stoppage time)?,50,open,2026-06-10T16:00:00.000Z,2026-06-28T19:00:00.000Z
941946fe-a6fb-4d99-a5dc-84763651ce6c,c03909dc-6898-4224-851b-0250b179e749,Will Iqraam Rayners have at least 1 shot on target in regulation (90 minutes + stoppage time)?,50,open,2026-06-10T16:00:00.000Z,2026-06-28T19:00:00.000Z
3e091acb-adfd-492c-b100-c198187f314b,f2212dc4-88e2-4170-b629-07a9ac003d2d,Will Brazil score 2 or more goals in regulation (90 minutes + stoppage time)?,50,open,2026-06-10T16:00:00.000Z,2026-06-29T17:00:00.000Z
067d8bf5-d887-4f25-af85-7b5eb84c3bf8,f2212dc4-88e2-4170-b629-07a9ac003d2d,Will there be 8 or more total shots on target in regulation (90 minutes + stoppage time)?,50,open,2026-06-10T16:00:00.000Z,2026-06-29T17:00:00.000Z
733db4af-c080-42a3-b8a2-88006fcf258c,f2212dc4-88e2-4170-b629-07a9ac003d2d,Will any player record 2 or more shots on target in regulation (90 minutes + stoppage time)?,50,open,2026-06-10T16:00:00.000Z,2026-06-29T17:00:00.000Z
77497fb4-5218-40c7-b169-42b05986fee4,f2212dc4-88e2-4170-b629-07a9ac003d2d,Will Japan advance to the Round of 16?,50,open,2026-06-10T16:00:00.000Z,2026-06-29T17:00:00.000Z
a531db10-7818-4d91-8a98-514422e3730d,f2212dc4-88e2-4170-b629-07a9ac003d2d,Will there be 9 or more total corner kicks in regulation (90 minutes + stoppage time)?,50,open,2026-06-10T16:00:00.000Z,2026-06-29T17:00:00.000Z
d5e59d26-8385-4ce9-8e6f-54002684bcc7,f2212dc4-88e2-4170-b629-07a9ac003d2d,Will a goal be scored before the first hydration break?,50,open,2026-06-10T16:00:00.000Z,2026-06-29T17:00:00.000Z
49592da9-150b-4d40-952f-3e94bc26b7b1,f2212dc4-88e2-4170-b629-07a9ac003d2d,Will there be 4 or more total cards shown in regulation (90 minutes + stoppage time)?,50,open,2026-06-10T16:00:00.000Z,2026-06-29T17:00:00.000Z
ed216ed3-aa9b-4e88-b2b9-97c7d3948049,f2212dc4-88e2-4170-b629-07a9ac003d2d,Will a substitute score a goal in regulation (90 minutes + stoppage time)?,50,open,2026-06-10T16:00:00.000Z,2026-06-29T17:00:00.000Z
f0f5a685-09bc-41af-8cbd-052ef2160eec,f2212dc4-88e2-4170-b629-07a9ac003d2d,Will Matheus Cunha score a goal (excluding own goals) in regulation (90 minutes + stoppage time)?,50,open,2026-06-10T16:00:00.000Z,2026-06-29T17:00:00.000Z
4722a4c3-3307-4622-a181-f52104002127,f2212dc4-88e2-4170-b629-07a9ac003d2d,Will any player score more than 1 goal (excluding own goals) in regulation (90 minutes + stoppage time)?,50,open,2026-06-10T16:00:00.000Z,2026-06-29T17:00:00.000Z
b20d1c90-f33e-420e-aadf-ddcd1bc4c00b,f2212dc4-88e2-4170-b629-07a9ac003d2d,Will either team be ruled offside before the first hydration break?,50,open,2026-06-10T16:00:00.000Z,2026-06-29T17:00:00.000Z
f2bfaced-5b9a-49cf-b2d7-8380e6b28b87,f2212dc4-88e2-4170-b629-07a9ac003d2d,Will the match have 3 or more total goals in regulation (90 minutes + stoppage time)?,50,open,2026-06-10T16:00:00.000Z,2026-06-29T17:00:00.000Z
0953f2d2-5007-4a63-a78d-3fa3528152fe,f2212dc4-88e2-4170-b629-07a9ac003d2d,Will Brazil score in both halves of regulation (90 minutes + stoppage time)?,50,open,2026-06-10T16:00:00.000Z,2026-06-29T17:00:00.000Z
ac73a683-1d0e-468b-8d45-366ef53f406d,f2212dc4-88e2-4170-b629-07a9ac003d2d,Will Ayase Ueda have at least 1 shot on target in regulation (90 minutes + stoppage time)?,50,open,2026-06-10T16:00:00.000Z,2026-06-29T17:00:00.000Z
e5e02948-b83e-42b5-9c13-7673296d17a5,f2212dc4-88e2-4170-b629-07a9ac003d2d,Will regulation (90 minutes + stoppage time) end in a tie?,50,open,2026-06-10T16:00:00.000Z,2026-06-29T17:00:00.000Z
25f96583-58fb-487e-9306-8ed324b63993,fd54f839-84ea-41be-9e7d-36858f54277f,Will Kai Havertz (Germany) score a goal (excluding own goals) in regulation (90 minutes + stoppage time)?,50,open,2026-06-10T16:00:00.000Z,2026-06-29T20:30:00.000Z
57eca275-ada9-4480-8763-5213c5fd8ccb,fd54f839-84ea-41be-9e7d-36858f54277f,Will a goal be scored before the first hydration break?,50,open,2026-06-10T16:00:00.000Z,2026-06-29T20:30:00.000Z
4c1fa5fd-25f4-4717-a3cd-8f833a216c7e,fd54f839-84ea-41be-9e7d-36858f54277f,Will Germany win in regulation (90 minutes + stoppage time)?,50,open,2026-06-10T16:00:00.000Z,2026-06-29T20:30:00.000Z
580ae63c-bf1c-4623-925b-c27e3aa3a404,fd54f839-84ea-41be-9e7d-36858f54277f,Will Jamal Musiala (Germany) have 2 or more shots on target in regulation (90 minutes + stoppage time)?,50,open,2026-06-10T16:00:00.000Z,2026-06-29T20:30:00.000Z
a5b03d3a-b75d-4abc-84d4-0092ecd76843,fd54f839-84ea-41be-9e7d-36858f54277f,Will there be 4 or more total cards shown in regulation (90 minutes + stoppage time)?,50,open,2026-06-10T16:00:00.000Z,2026-06-29T20:30:00.000Z
905c094f-b239-4767-b8a5-6c2d27bcdf15,fd54f839-84ea-41be-9e7d-36858f54277f,Will Germany score the first goal of the match?,50,open,2026-06-10T16:00:00.000Z,2026-06-29T20:30:00.000Z
24bbf984-b9b7-4dac-86fc-8e291f6e0a29,fd54f839-84ea-41be-9e7d-36858f54277f,Will Germany have 7 or more shots on target in regulation (90 minutes + stoppage time)?,50,open,2026-06-10T16:00:00.000Z,2026-06-29T20:30:00.000Z
662fdf01-fd56-40a1-a033-16ac87c6d0af,fd54f839-84ea-41be-9e7d-36858f54277f,Will Julio Enciso (Paraguay) have 1 or more shots on target in regulation (90 minutes + stoppage time)?,50,open,2026-06-10T16:00:00.000Z,2026-06-29T20:30:00.000Z
bf1e37c9-0358-4297-afe4-1ad6c83e16d9,fd54f839-84ea-41be-9e7d-36858f54277f,Will both teams score in regulation (90 minutes + stoppage time)?,50,open,2026-06-10T16:00:00.000Z,2026-06-29T20:30:00.000Z
5305eab7-eeda-4552-9dac-f90260e1d995,fd54f839-84ea-41be-9e7d-36858f54277f,Will Germany score in both halves in regulation (90 minutes + stoppage time)?,50,open,2026-06-10T16:00:00.000Z,2026-06-29T20:30:00.000Z
6a1bf72b-486e-4647-8cb7-6b7c2fc700bd,fd54f839-84ea-41be-9e7d-36858f54277f,Will Florian Wirtz (Germany) score or assist a goal (excluding own goals) in regulation (90 minutes + stoppage time)?,50,open,2026-06-10T16:00:00.000Z,2026-06-29T20:30:00.000Z
5cf6d84f-81b4-4ef5-986e-41e5bfd5b1fa,fd54f839-84ea-41be-9e7d-36858f54277f,Will Germany have 7 or more corner kicks in regulation (90 minutes + stoppage time)?,50,open,2026-06-10T16:00:00.000Z,2026-06-29T20:30:00.000Z
799a756e-89cb-4042-b147-6e8f306f99d9,fd54f839-84ea-41be-9e7d-36858f54277f,Will Germany be ahead at halftime?,50,open,2026-06-10T16:00:00.000Z,2026-06-29T20:30:00.000Z
12fcee07-00f4-4cac-ae9c-0091751fdb71,fd54f839-84ea-41be-9e7d-36858f54277f,Will there be 3 or more offside calls in regulation (90 minutes + stoppage time)?,50,open,2026-06-10T16:00:00.000Z,2026-06-29T20:30:00.000Z
7e2356bd-031f-4313-9154-73759352d808,fd54f839-84ea-41be-9e7d-36858f54277f,Will the match have 3 or more total goals in regulation (90 minutes + stoppage time)?,50,open,2026-06-10T16:00:00.000Z,2026-06-29T20:30:00.000Z
4ef5859b-4496-4acb-afa5-06cc7b90f31c,9b65e63b-e296-4f3a-900f-75ae9a493e16,Will Morocco be ahead at halftime?,50,open,2026-06-10T16:00:00.000Z,2026-06-30T01:00:00.000Z
828c676e-4bf6-4bdb-9517-aef2d6885a5b,9b65e63b-e296-4f3a-900f-75ae9a493e16,"Will a card be shown after the second hydration break, including any extra time?",50,open,2026-06-10T16:00:00.000Z,2026-06-30T01:00:00.000Z
fa4f3ba6-00e9-4aa9-bab2-62d48abe22db,9b65e63b-e296-4f3a-900f-75ae9a493e16,Will a goal be scored in first-half stoppage time?,50,open,2026-06-10T16:00:00.000Z,2026-06-30T01:00:00.000Z
ac83b045-8087-4714-ad35-cf023f8abd95,9b65e63b-e296-4f3a-900f-75ae9a493e16,Will a goal be scored after the second hydration break?,50,open,2026-06-10T16:00:00.000Z,2026-06-30T01:00:00.000Z
44864aa9-102e-4d73-b9ab-cd6578e1c5c0,9b65e63b-e296-4f3a-900f-75ae9a493e16,Will a red card be shown in the match?,50,open,2026-06-10T16:00:00.000Z,2026-06-30T01:00:00.000Z
4f4353f0-b04f-4bd0-a023-78842bee2082,9b65e63b-e296-4f3a-900f-75ae9a493e16,"Will the second half produce more goals than the first half in regulation (90 minutes + stoppage time), excluding extra time?",50,open,2026-06-10T16:00:00.000Z,2026-06-30T01:00:00.000Z
514339d2-4bff-4a1a-8179-fe2db31ea0d1,9b65e63b-e296-4f3a-900f-75ae9a493e16,Will the Netherlands score the first goal of the match?,50,open,2026-06-10T16:00:00.000Z,2026-06-30T01:00:00.000Z
293056e9-c86b-4321-8785-cb50cc6948c1,9b65e63b-e296-4f3a-900f-75ae9a493e16,Will Brian Brobbey have 2 or more shots on target in regulation (90 minutes + stoppage time)?,50,open,2026-06-10T16:00:00.000Z,2026-06-30T01:00:00.000Z
e2475183-83cb-450c-9efc-e5cd5b7cff89,9b65e63b-e296-4f3a-900f-75ae9a493e16,Will the Netherlands have more corner kicks than Morocco in regulation (90 minutes + stoppage time)?,50,open,2026-06-10T16:00:00.000Z,2026-06-30T01:00:00.000Z
77882c82-5e2e-4f62-85c0-1d4ec6e8a57a,9b65e63b-e296-4f3a-900f-75ae9a493e16,Will the Netherlands win in regulation (90 minutes + stoppage time)?,50,open,2026-06-10T16:00:00.000Z,2026-06-30T01:00:00.000Z
59dacfcf-0b10-4410-9d24-2b47338ff14d,9b65e63b-e296-4f3a-900f-75ae9a493e16,Will Ismael Saibari score or assist a goal (excluding own goals) in regulation (90 minutes + stoppage time)?,50,open,2026-06-10T16:00:00.000Z,2026-06-30T01:00:00.000Z
fdd404ac-e7e5-4d37-88ff-8d46b5ea7cae,9b65e63b-e296-4f3a-900f-75ae9a493e16,Will both teams score in regulation (90 minutes + stoppage time)?,50,open,2026-06-10T16:00:00.000Z,2026-06-30T01:00:00.000Z
05641d62-555b-464a-a9e8-e5d28a2a0ca3,9b65e63b-e296-4f3a-900f-75ae9a493e16,Will both teams receive at least one card in regulation (90 minutes + stoppage time)?,50,open,2026-06-10T16:00:00.000Z,2026-06-30T01:00:00.000Z
f458c7f3-24c5-4dbf-a1df-60d837531c93,9b65e63b-e296-4f3a-900f-75ae9a493e16,Will the first half produce 2 or more goals?,50,open,2026-06-10T16:00:00.000Z,2026-06-30T01:00:00.000Z
062c31bc-0238-4013-b35b-8384b379e4fe,9b65e63b-e296-4f3a-900f-75ae9a493e16,Will a penalty kick be awarded during regulation (90 minutes + stoppage time)?,50,open,2026-06-10T16:00:00.000Z,2026-06-30T01:00:00.000Z
