file,match,team_a,team_b,team_a_code,team_b_code,date,tournament,group,game_day,venue_raw,venue_city,venue_country,altitude_m,schema_era,post_match_key_used,final_score,match_total_rbp,settled_date,match_submitted,match_is_calibration_only,elo_team_a_pre,elo_team_b_pre,elo_diff,rest_days_a,rest_days_b,rest_days_diff,squad_value_a_eur,squad_value_b_eur,squad_avg_age_a,squad_avg_age_b,fifa_ranking_2025_a,fifa_ranking_2025_b,draw_probability,poisson_lambda_a,poisson_lambda_b,rules_fired_list,rule_fired_count,rule1_fired,rule2_fired,rule3_fired,rule4_fired,rule5_fired,rule6_fired,rule7_fired,rule8_fired,rule9_fired,rule10_fired,rule11_fired,rule12_fired,rule13_fired,rule14_fired,rule15_fired,question_num,question_text,question_category,confidence,direction,key_drivers,edge_rank,recommended_estimate,our_estimate,submission_diff,submission_error_flag,crowd_estimate,outcome,outcome_known,rbp,beat_crowd,actually_submitted,is_player_prop,player_key,postmortem_note
can_bih_2026-06-12.json,CAN-BIH,Canada,Bosnia and Herzegovina,CAN,BIH,2026-06-12,,,,,Toronto,Canada,76.0,1,post_match_results,Canada 1 - 1 Bosnia-Herzegovina,42.65,2026-06-12,True,False,1901.9781,1652.8208,249.15730000000008,7,6,1,129380005,125599998,26.5,27.0,30,65,0.21041394172394962,1.7419923153324697,0.7068982199339059,,0,,,,,,,,,,,,,,,,Q5,HT tied,,,,,,,0.46,,False,0.47,0,True,3.86,True,True,False,,
can_bih_2026-06-12.json,CAN-BIH,Canada,Bosnia and Herzegovina,CAN,BIH,2026-06-12,,,,,Toronto,Canada,76.0,1,post_match_results,Canada 1 - 1 Bosnia-Herzegovina,42.65,2026-06-12,True,False,1901.9781,1652.8208,249.15730000000008,7,6,1,129380005,125599998,26.5,27.0,30,65,0.21041394172394962,1.7419923153324697,0.7068982199339059,,0,,,,,,,,,,,,,,,,Q6,2H 2+ goals,,,,,,,0.37,,False,0.38,0,True,4.47,True,True,False,,
can_bih_2026-06-12.json,CAN-BIH,Canada,Bosnia and Herzegovina,CAN,BIH,2026-06-12,,,,,Toronto,Canada,76.0,1,post_match_results,Canada 1 - 1 Bosnia-Herzegovina,42.65,2026-06-12,True,False,1901.9781,1652.8208,249.15730000000008,7,6,1,129380005,125599998,26.5,27.0,30,65,0.21041394172394962,1.7419923153324697,0.7068982199339059,,0,,,,,,,,,,,,,,,,Q7,BIH 5+ corners,,,,,,,0.27,,False,0.36,0,True,9.46,True,True,False,,
can_bih_2026-06-12.json,CAN-BIH,Canada,Bosnia and Herzegovina,CAN,BIH,2026-06-12,,,,,Toronto,Canada,76.0,1,post_match_results,Canada 1 - 1 Bosnia-Herzegovina,42.65,2026-06-12,True,False,1901.9781,1652.8208,249.15730000000008,7,6,1,129380005,125599998,26.5,27.0,30,65,0.21041394172394962,1.7419923153324697,0.7068982199339059,,0,,,,,,,,,,,,,,,,Q8,Jonathan David scores,,,,,,,0.33,,False,0.38,0,True,6.88,True,True,False,,
can_bih_2026-06-12.json,CAN-BIH,Canada,Bosnia and Herzegovina,CAN,BIH,2026-06-12,,,,,Toronto,Canada,76.0,1,post_match_results,Canada 1 - 1 Bosnia-Herzegovina,42.65,2026-06-12,True,False,1901.9781,1652.8208,249.15730000000008,7,6,1,129380005,125599998,26.5,27.0,30,65,0.21041394172394962,1.7419923153324697,0.7068982199339059,,0,,,,,,,,,,,,,,,,Q9,Dzeko 1+ SOT,,,,,,,0.6,,False,0.58,0,True,2.89,True,True,False,,
can_bih_2026-06-12.json,CAN-BIH,Canada,Bosnia and Herzegovina,CAN,BIH,2026-06-12,,,,,Toronto,Canada,76.0,1,post_match_results,Canada 1 - 1 Bosnia-Herzegovina,42.65,2026-06-12,True,False,1901.9781,1652.8208,249.15730000000008,7,6,1,129380005,125599998,26.5,27.0,30,65,0.21041394172394962,1.7419923153324697,0.7068982199339059,,0,,,,,,,,,,,,,,,,Q10,BIH score in 2H,,,,,,,0.37,,False,0.44,0,True,9.98,True,True,False,,
bra_mar_2026-06-13.json,BRA-MAR,Brazil,Morocco,BRA,MAR,2026-06-13,,,,,East Rutherford,United States,3.0,1,post_match_results,Brazil 1 - 1 Morocco,-16.33,,True,False,2068.632,1984.8491,83.78290000000015,7,6,1,778500000,456000000,27.0,25.2,6,8,0.2993354888894858,1.2913896062235395,0.9535551942748942,,0,,,,,,,,,,,,,,,,Q1,Will Brazil be caught offside 2 or more times?,,,,,,,0.43,,False,0.59,0,True,20.36,True,True,False,,"Submitted exactly as recommended. Best result of the match - first-pass model nailed it, crowd was wrong-side and overconfident."
bra_mar_2026-06-13.json,BRA-MAR,Brazil,Morocco,BRA,MAR,2026-06-13,,,,,East Rutherford,United States,3.0,1,post_match_results,Brazil 1 - 1 Morocco,-16.33,,True,False,2068.632,1984.8491,83.78290000000015,7,6,1,778500000,456000000,27.0,25.2,6,8,0.2993354888894858,1.2913896062235395,0.9535551942748942,,0,,,,,,,,,,,,,,,,Q2,Will Morocco commit more fouls than Brazil?,,,,,,,0.64,,False,0.61,0,True,-0.44,False,True,False,,"Submitted as recommended. Both us and crowd on the wrong side of 50%, by nearly identical margins - negligible loss."
bra_mar_2026-06-13.json,BRA-MAR,Brazil,Morocco,BRA,MAR,2026-06-13,,,,,East Rutherford,United States,3.0,1,post_match_results,Brazil 1 - 1 Morocco,-16.33,,True,False,2068.632,1984.8491,83.78290000000015,7,6,1,778500000,456000000,27.0,25.2,6,8,0.2993354888894858,1.2913896062235395,0.9535551942748942,,0,,,,,,,,,,,,,,,,Q3,Will Morocco score the first goal of the second half?,,,,,,,0.35,,False,0.32,0,True,0.47,True,True,False,,"Recommended 0.24, submitted 0.35 (+11pp). Still beat crowd narrowly - small win either way."
bra_mar_2026-06-13.json,BRA-MAR,Brazil,Morocco,BRA,MAR,2026-06-13,,,,,East Rutherford,United States,3.0,1,post_match_results,Brazil 1 - 1 Morocco,-16.33,,True,False,2068.632,1984.8491,83.78290000000015,7,6,1,778500000,456000000,27.0,25.2,6,8,0.2993354888894858,1.2913896062235395,0.9535551942748942,,0,,,,,,,,,,,,,,,,Q4,Will Brazil score more goals than Morocco in the second half?,,,,,,,0.58,,False,0.55,0,True,0.47,True,True,False,,"Recommended 0.46 (market), submitted 0.58 (+12pp toward crowd). Crowd was ALSO above market here - the deviation tracked crowd's direction and the loss was negligible."
bra_mar_2026-06-13.json,BRA-MAR,Brazil,Morocco,BRA,MAR,2026-06-13,,,,,East Rutherford,United States,3.0,1,post_match_results,Brazil 1 - 1 Morocco,-16.33,,True,False,2068.632,1984.8491,83.78290000000015,7,6,1,778500000,456000000,27.0,25.2,6,8,0.2993354888894858,1.2913896062235395,0.9535551942748942,,0,,,,,,,,,,,,,,,,Q5,Will Morocco have more shots on target than Brazil in the second half?,,,,,,,0.23,,False,0.33,0,True,8.46,True,True,False,,"Recommended 0.13, submitted 0.23 (+10pp). Still well below crowd's 0.33 and on the correct side - solid win."
bra_mar_2026-06-13.json,BRA-MAR,Brazil,Morocco,BRA,MAR,2026-06-13,,,,,East Rutherford,United States,3.0,1,post_match_results,Brazil 1 - 1 Morocco,-16.33,,True,False,2068.632,1984.8491,83.78290000000015,7,6,1,778500000,456000000,27.0,25.2,6,8,0.2993354888894858,1.2913896062235395,0.9535551942748942,,0,,,,,,,,,,,,,,,,Q6,Will Brazil receive more cards than Morocco?,,,,,,,0.41,,False,0.39,1,True,4.72,True,True,False,,"Recommended 0.32 (market), submitted 0.41 (+9pp toward crowd). Outcome was YES - the upward deviation moved us closer to the correct answer than either market or crowd's own number. Small win."
bra_mar_2026-06-13.json,BRA-MAR,Brazil,Morocco,BRA,MAR,2026-06-13,,,,,East Rutherford,United States,3.0,1,post_match_results,Brazil 1 - 1 Morocco,-16.33,,True,False,2068.632,1984.8491,83.78290000000015,7,6,1,778500000,456000000,27.0,25.2,6,8,0.2993354888894858,1.2913896062235395,0.9535551942748942,,0,,,,,,,,,,,,,,,,Q7,Will both teams score AND the match have 3 or more total goals?,,,,,,,0.4,,False,0.47,0,True,10.79,True,True,False,,"Recommended 0.34 (market), submitted 0.40 (+6pp toward crowd, but still well below crowd's 0.47). Final score 1-1 = BTTS yes but only 2 total goals, so outcome=NO. Strong win."
bra_mar_2026-06-13.json,BRA-MAR,Brazil,Morocco,BRA,MAR,2026-06-13,,,,,East Rutherford,United States,3.0,1,post_match_results,Brazil 1 - 1 Morocco,-16.33,,True,False,2068.632,1984.8491,83.78290000000015,7,6,1,778500000,456000000,27.0,25.2,6,8,0.2993354888894858,1.2913896062235395,0.9535551942748942,,0,,,,,,,,,,,,,,,,Q8,Will Brazil win the match?,,,,,,,1.0,,False,0.67,0,True,-51.97,False,True,False,,"RECOMMENDED 0.58-0.60 (RULE1: avg of Smarkets 57.87% market and predicted crowd-inflation). SUBMITTED 1.00 instead - a personal-conviction override, not the researched number. Brazil drew 1-1 (did not win). RBP=-51.97 is our worst-ever single result, exceeding QAT-SUI Q1's -42.51. Crowd (0.67) was ALSO too high (as our crowd-inflation prediction anticipated) but still beat us by a huge margin because 100% guarantees squared error of exactly 1.0 when wrong, with no possible upside beyond what ~0.90-0.95 would have given if right. Counterfactual: at us=0.60, sq_err=0.36 vs crowd's sq_err=0.4489 - we would have BEATEN crowd. Even RULE1's literal avg(0.67,0.5787)=0.624 would have beaten crowd (sq_err=0.389). ANY of the researched numbers wins this question; only the 100% override loses it."
bra_mar_2026-06-13.json,BRA-MAR,Brazil,Morocco,BRA,MAR,2026-06-13,,,,,East Rutherford,United States,3.0,1,post_match_results,Brazil 1 - 1 Morocco,-16.33,,True,False,2068.632,1984.8491,83.78290000000015,7,6,1,778500000,456000000,27.0,25.2,6,8,0.2993354888894858,1.2913896062235395,0.9535551942748942,,0,,,,,,,,,,,,,,,,Q9,Will Morocco have 5 or more corner kicks?,,,,,,,0.42,,False,0.38,0,True,0.34,True,True,False,,"Recommended 0.31 (market), submitted 0.42 (+11pp toward crowd, ending up slightly above crowd). Tiny win despite the deviation - low-stakes question."
bra_mar_2026-06-13.json,BRA-MAR,Brazil,Morocco,BRA,MAR,2026-06-13,,,,,East Rutherford,United States,3.0,1,post_match_results,Brazil 1 - 1 Morocco,-16.33,,True,False,2068.632,1984.8491,83.78290000000015,7,6,1,778500000,456000000,27.0,25.2,6,8,0.2993354888894858,1.2913896062235395,0.9535551942748942,,0,,,,,,,,,,,,,,,,Q10,Will the match be tied at halftime?,,,,,,,0.32,,False,0.42,1,True,-9.52,False,True,False,,"Recommended 0.45 (market, Draw-at-HT normalized to 44.57%), submitted 0.32 (-13pp, moving AWAY from both market and crowd). Outcome was YES (HT was tied) - this deviation went the WRONG direction, likely the same 'Brazil will dominate, so no tie' gut feeling that produced Q8's override. Had we submitted the recommended 0.45, sq_err=(1-0.45)^2=0.3025 would have beaten crowd's sq_err=(1-0.42)^2=0.3364, turning this into a small win."
qat_sui_2026-06-13.json,QAT-SUI,Qatar,Switzerland,QAT,SUI,2026-06-13,,,,,Santa Clara,United States,28.0,1,post_match_results,Qatar 1 - 1 Switzerland,-39.21,2026-06-13,True,False,1564.5424,1951.7868,-387.24440000000004,7,7,0,18299999,322100006,27.9,28.0,55,19,0.1526936384890375,0.5505750516600437,2.236591111664481,,0,,,,,,,,,,,,,,,,Q1,"At halftime, will both teams have at least 1 shot on target?",,,,,,,0.2,,False,0.59,1,True,-42.51,False,True,False,,
qat_sui_2026-06-13.json,QAT-SUI,Qatar,Switzerland,QAT,SUI,2026-06-13,,,,,Santa Clara,United States,28.0,1,post_match_results,Qatar 1 - 1 Switzerland,-39.21,2026-06-13,True,False,1564.5424,1951.7868,-387.24440000000004,7,7,0,18299999,322100006,27.9,28.0,55,19,0.1526936384890375,0.5505750516600437,2.236591111664481,,0,,,,,,,,,,,,,,,,Q2,Will Switzerland be caught offside 2 or more times?,,,,,,,0.6,,False,0.53,0,True,-3.84,False,True,False,,
qat_sui_2026-06-13.json,QAT-SUI,Qatar,Switzerland,QAT,SUI,2026-06-13,,,,,Santa Clara,United States,28.0,1,post_match_results,Qatar 1 - 1 Switzerland,-39.21,2026-06-13,True,False,1564.5424,1951.7868,-387.24440000000004,7,7,0,18299999,322100006,27.9,28.0,55,19,0.1526936384890375,0.5505750516600437,2.236591111664481,,0,,,,,,,,,,,,,,,,Q3,Will Switzerland receive at least 1 card in the second half?,,,,,,,0.4,,False,0.57,0,True,19.86,True,True,False,,
qat_sui_2026-06-13.json,QAT-SUI,Qatar,Switzerland,QAT,SUI,2026-06-13,,,,,Santa Clara,United States,28.0,1,post_match_results,Qatar 1 - 1 Switzerland,-39.21,2026-06-13,True,False,1564.5424,1951.7868,-387.24440000000004,7,7,0,18299999,322100006,27.9,28.0,55,19,0.1526936384890375,0.5505750516600437,2.236591111664481,,0,,,,,,,,,,,,,,,,Q4,Will both teams score AND the match have 3 or more total goals?,,,,,,,0.32,,False,0.31,0,True,2.85,True,True,False,,
qat_sui_2026-06-13.json,QAT-SUI,Qatar,Switzerland,QAT,SUI,2026-06-13,,,,,Santa Clara,United States,28.0,1,post_match_results,Qatar 1 - 1 Switzerland,-39.21,2026-06-13,True,False,1564.5424,1951.7868,-387.24440000000004,7,7,0,18299999,322100006,27.9,28.0,55,19,0.1526936384890375,0.5505750516600437,2.236591111664481,,0,,,,,,,,,,,,,,,,Q5,Will Qatar have 2 or more shots on target in the second half?,,,,,,,0.3,,False,0.39,1,True,-7.61,False,True,False,,
qat_sui_2026-06-13.json,QAT-SUI,Qatar,Switzerland,QAT,SUI,2026-06-13,,,,,Santa Clara,United States,28.0,1,post_match_results,Qatar 1 - 1 Switzerland,-39.21,2026-06-13,True,False,1564.5424,1951.7868,-387.24440000000004,7,7,0,18299999,322100006,27.9,28.0,55,19,0.1526936384890375,0.5505750516600437,2.236591111664481,,0,,,,,,,,,,,,,,,,Q6,Will Qatar commit more fouls than Switzerland?,,,,,,,0.46,,False,0.64,1,True,-13.81,False,True,False,,
qat_sui_2026-06-13.json,QAT-SUI,Qatar,Switzerland,QAT,SUI,2026-06-13,,,,,Santa Clara,United States,28.0,1,post_match_results,Qatar 1 - 1 Switzerland,-39.21,2026-06-13,True,False,1564.5424,1951.7868,-387.24440000000004,7,7,0,18299999,322100006,27.9,28.0,55,19,0.1526936384890375,0.5505750516600437,2.236591111664481,,0,,,,,,,,,,,,,,,,Q7,Will Qatar score at least 1 goal?,,,,,,,0.38,,False,0.4,1,True,2.0,True,True,False,,
qat_sui_2026-06-13.json,QAT-SUI,Qatar,Switzerland,QAT,SUI,2026-06-13,,,,,Santa Clara,United States,28.0,1,post_match_results,Qatar 1 - 1 Switzerland,-39.21,2026-06-13,True,False,1564.5424,1951.7868,-387.24440000000004,7,7,0,18299999,322100006,27.9,28.0,55,19,0.1526936384890375,0.5505750516600437,2.236591111664481,,0,,,,,,,,,,,,,,,,Q8,Will Qatar have 2 or more shots on target?,,,,,,,0.39,,False,0.57,1,True,-14.3,False,True,False,,
qat_sui_2026-06-13.json,QAT-SUI,Qatar,Switzerland,QAT,SUI,2026-06-13,,,,,Santa Clara,United States,28.0,1,post_match_results,Qatar 1 - 1 Switzerland,-39.21,2026-06-13,True,False,1564.5424,1951.7868,-387.24440000000004,7,7,0,18299999,322100006,27.9,28.0,55,19,0.1526936384890375,0.5505750516600437,2.236591111664481,,0,,,,,,,,,,,,,,,,Q9,Will Akram Afif have at least 1 shot on target?,,,,,,,0.42,,False,0.46,0,True,7.26,True,True,False,,
qat_sui_2026-06-13.json,QAT-SUI,Qatar,Switzerland,QAT,SUI,2026-06-13,,,,,Santa Clara,United States,28.0,1,post_match_results,Qatar 1 - 1 Switzerland,-39.21,2026-06-13,True,False,1564.5424,1951.7868,-387.24440000000004,7,7,0,18299999,322100006,27.9,28.0,55,19,0.1526936384890375,0.5505750516600437,2.236591111664481,,0,,,,,,,,,,,,,,,,Q10,Will Granit Xhaka have at least 1 shot on target?,,,,,,,0.41,,False,0.48,0,True,10.91,True,True,False,,
usa_par_2026-06-13.json,USA-PAR,United States,Paraguay,USA,PAR,2026-06-13,,,,,Inglewood,United States,28.0,1,post_match_results,United States 4 - 1 Paraguay,19.11,2026-06-12,True,False,1827.4984,1917.7456,-90.24720000000002,1,1,0,356700012,134699997,26.4,28.8,16,40,0.31044722646453987,0.9424638779372286,1.306587229149044,,0,,,,,,,,,,,,,,,,Q1,Will United States be caught offside 2 or more times?,,,,,,,0.58,,False,0.56,1,True,5.31,True,True,False,,
usa_par_2026-06-13.json,USA-PAR,United States,Paraguay,USA,PAR,2026-06-13,,,,,Inglewood,United States,28.0,1,post_match_results,United States 4 - 1 Paraguay,19.11,2026-06-12,True,False,1827.4984,1917.7456,-90.24720000000002,1,1,0,356700012,134699997,26.4,28.8,16,40,0.31044722646453987,0.9424638779372286,1.306587229149044,,0,,,,,,,,,,,,,,,,Q2,Will United States score the first goal of the game and Paraguay score in the second half?,,,,,,,0.22,,False,0.31,1,True,-9.25,False,True,False,,
usa_par_2026-06-13.json,USA-PAR,United States,Paraguay,USA,PAR,2026-06-13,,,,,Inglewood,United States,28.0,1,post_match_results,United States 4 - 1 Paraguay,19.11,2026-06-12,True,False,1827.4984,1917.7456,-90.24720000000002,1,1,0,356700012,134699997,26.4,28.8,16,40,0.31044722646453987,0.9424638779372286,1.306587229149044,,0,,,,,,,,,,,,,,,,Q3,Will Paraguay finish with more corner kicks than United States?,,,,,,,0.35,,False,0.35,0,True,4.28,True,True,False,,
usa_par_2026-06-13.json,USA-PAR,United States,Paraguay,USA,PAR,2026-06-13,,,,,Inglewood,United States,28.0,1,post_match_results,United States 4 - 1 Paraguay,19.11,2026-06-12,True,False,1827.4984,1917.7456,-90.24720000000002,1,1,0,356700012,134699997,26.4,28.8,16,40,0.31044722646453987,0.9424638779372286,1.306587229149044,,0,,,,,,,,,,,,,,,,Q4,Will United States win the match?,,,,,,,0.46,,False,0.6,1,True,-8.81,False,True,False,,
usa_par_2026-06-13.json,USA-PAR,United States,Paraguay,USA,PAR,2026-06-13,,,,,Inglewood,United States,28.0,1,post_match_results,United States 4 - 1 Paraguay,19.11,2026-06-12,True,False,1827.4984,1917.7456,-90.24720000000002,1,1,0,356700012,134699997,26.4,28.8,16,40,0.31044722646453987,0.9424638779372286,1.306587229149044,,0,,,,,,,,,,,,,,,,Q5,"At halftime, will the match be tied?",,,,,,,0.47,,False,0.45,0,True,1.28,True,True,False,,
usa_par_2026-06-13.json,USA-PAR,United States,Paraguay,USA,PAR,2026-06-13,,,,,Inglewood,United States,28.0,1,post_match_results,United States 4 - 1 Paraguay,19.11,2026-06-12,True,False,1827.4984,1917.7456,-90.24720000000002,1,1,0,356700012,134699997,26.4,28.8,16,40,0.31044722646453987,0.9424638779372286,1.306587229149044,,0,,,,,,,,,,,,,,,,Q6,Will the match have 3 or more total goals?,,,,,,,0.38,,False,0.42,1,True,-1.47,False,True,False,,
usa_par_2026-06-13.json,USA-PAR,United States,Paraguay,USA,PAR,2026-06-13,,,,,Inglewood,United States,28.0,1,post_match_results,United States 4 - 1 Paraguay,19.11,2026-06-12,True,False,1827.4984,1917.7456,-90.24720000000002,1,1,0,356700012,134699997,26.4,28.8,16,40,0.31044722646453987,0.9424638779372286,1.306587229149044,,0,,,,,,,,,,,,,,,,Q7,Will Paraguay score in the second half?,,,,,,,0.4,,False,0.44,1,True,-1.54,False,True,False,,
usa_par_2026-06-13.json,USA-PAR,United States,Paraguay,USA,PAR,2026-06-13,,,,,Inglewood,United States,28.0,1,post_match_results,United States 4 - 1 Paraguay,19.11,2026-06-12,True,False,1827.4984,1917.7456,-90.24720000000002,1,1,0,356700012,134699997,26.4,28.8,16,40,0.31044722646453987,0.9424638779372286,1.306587229149044,,0,,,,,,,,,,,,,,,,Q8,Will there be 4 or more total cards shown?,,,,,,,0.57,,False,0.49,1,True,12.18,True,True,False,,
usa_par_2026-06-13.json,USA-PAR,United States,Paraguay,USA,PAR,2026-06-13,,,,,Inglewood,United States,28.0,1,post_match_results,United States 4 - 1 Paraguay,19.11,2026-06-12,True,False,1827.4984,1917.7456,-90.24720000000002,1,1,0,356700012,134699997,26.4,28.8,16,40,0.31044722646453987,0.9424638779372286,1.306587229149044,,0,,,,,,,,,,,,,,,,Q9,Will Folarin Balogun have at least 1 shot on target?,,,,,,,0.62,,False,0.63,1,True,2.38,True,True,False,,
usa_par_2026-06-13.json,USA-PAR,United States,Paraguay,USA,PAR,2026-06-13,,,,,Inglewood,United States,28.0,1,post_match_results,United States 4 - 1 Paraguay,19.11,2026-06-12,True,False,1827.4984,1917.7456,-90.24720000000002,1,1,0,356700012,134699997,26.4,28.8,16,40,0.31044722646453987,0.9424638779372286,1.306587229149044,,0,,,,,,,,,,,,,,,,Q10,Will Julio Enciso have at least 1 shot on target in the second half?,,,,,,,0.2,,False,0.37,0,True,14.77,True,True,False,,
civ_ecu_2026-06-14.json,CIV-ECU,Ivory Coast,Ecuador,CIV,ECU,2026-06-14,,,,,Philadelphia,United States,12.0,1,post_match_results,Cote d'Ivoire 1 - 0 Ecuador,19.86,,True,False,1814.7168,2028.0889,-213.37210000000005,10,7,3,,366730011,,26.0,,23,0.2568248413493365,0.7541974605003234,1.6327438520280435,RULE8,1,,,,,,,,True,,,,,,,,Q1,Will Ecuador commit more fouls than Ivory Coast?,tier2_realdata_RULE8_shrunk,,,,,0.57,0.57,0.0,False,0.52,1,True,6.97,True,True,False,,"RULE8 n=2: shrunk from raw 0.718 to 0.57. Outcome=YES (ECU 13 fouls vs IVC 10). Beat crowd, but a higher (unshunk) estimate would have scored even better here - shrinkage cost some upside on this occasion (vs JPN-NED where the analogous unshrunk estimate caused -25.37). Net: shrinkage reduces variance without costing the win when right."
