date,home_team,away_team,home_score,away_score,tournament,city,country,neutral
1961-12-16,Bulgaria,France,1,0,FIFA World Cup qualification,Milan,Italy,TRUE
1962-04-11,France,Poland,1,3,Friendly,Paris,France,FALSE
1962-05-05,Italy,France,2,1,Friendly,Florence,Italy,FALSE
1962-05-31,Czechoslovakia,Spain,1,0,FIFA World Cup,Viña del Mar,Chile,TRUE
1962-06-03,Mexico,Spain,0,1,FIFA World Cup,Viña del Mar,Chile,TRUE
1962-06-06,Brazil,Spain,2,1,FIFA World Cup,Viña del Mar,Chile,TRUE
1962-10-03,England,France,1,1,UEFA Euro qualification,Sheffield,England,FALSE
1962-10-24,Germany,France,2,2,Friendly,Stuttgart,Germany,FALSE
1962-11-01,Spain,Romania,6,0,UEFA Euro qualification,Madrid,Spain,FALSE
1962-11-11,France,Hungary,2,3,Friendly,Colombes,France,FALSE
1962-11-25,Romania,Spain,3,1,UEFA Euro qualification,Bucharest,Romania,FALSE
1962-12-02,Belgium,Spain,1,1,Friendly,Brussels,Belgium,FALSE
1963-01-09,Spain,France,0,0,Friendly,Barcelona,Spain,FALSE
1963-02-27,France,England,5,2,UEFA Euro qualification,Paris,France,FALSE
1963-04-12,France,Gambia,5,1,African Friendship Games,Dakar,Senegal,TRUE
1963-04-14,France,Gabon,3,0,African Friendship Games,Dakar,Senegal,TRUE
1963-04-16,France,Burkina Faso,1,0,African Friendship Games,Dakar,Senegal,TRUE
1963-04-17,Netherlands,France,1,0,Friendly,Rotterdam,Netherlands,FALSE
1963-04-18,Senegal,France,2,0,African Friendship Games,Dakar,Senegal,FALSE
1963-04-20,France,Madagascar,4,1,African Friendship Games,Dakar,Senegal,TRUE
1963-04-28,France,Brazil,2,3,Friendly,Colombes,France,FALSE
1963-05-30,Spain,Northern Ireland,1,1,UEFA Euro qualification,Bilbao,Spain,FALSE
1963-06-13,Spain,Scotland,2,6,Friendly,Madrid,Spain,FALSE
1963-09-29,Bulgaria,France,1,0,UEFA Euro qualification,Sofia,Bulgaria,FALSE
1963-10-26,France,Bulgaria,3,1,UEFA Euro qualification,Paris,France,FALSE
1963-10-30,Northern Ireland,Spain,0,1,UEFA Euro qualification,Belfast,Northern Ireland,FALSE
1963-11-11,France,Switzerland,2,2,Friendly,Paris,France,FALSE
1963-12-01,Spain,Belgium,1,2,Friendly,Valencia,Spain,FALSE
1963-12-25,France,Belgium,1,2,Friendly,Paris,France,FALSE
1964-03-11,Spain,Republic of Ireland,5,1,UEFA Euro qualification,Seville,Spain,FALSE
1964-04-08,Republic of Ireland,Spain,0,2,UEFA Euro qualification,Dublin,Republic of Ireland,FALSE
1964-04-25,France,Hungary,1,3,UEFA Euro qualification,Colombes,France,FALSE
1964-05-23,Hungary,France,2,1,UEFA Euro qualification,Budapest,Hungary,FALSE
1964-06-17,Spain,Hungary,2,1,UEFA Euro,Madrid,Spain,FALSE
1964-06-21,Spain,Russia,2,1,UEFA Euro,Madrid,Spain,FALSE
1964-10-04,Luxembourg,France,0,2,FIFA World Cup qualification,Luxembourg,Luxembourg,FALSE
1964-11-11,France,Norway,1,0,FIFA World Cup qualification,Paris,France,FALSE
1964-11-15,Portugal,Spain,2,1,Friendly,Porto,Portugal,FALSE
1964-12-02,Belgium,France,3,0,Friendly,Brussels,Belgium,FALSE
1965-03-24,France,Austria,1,2,Friendly,Paris,France,FALSE
1965-04-18,Yugoslavia,France,1,0,FIFA World Cup qualification,Belgrade,Yugoslavia,FALSE
1965-05-05,Republic of Ireland,Spain,1,0,FIFA World Cup qualification,Dublin,Republic of Ireland,FALSE
1965-05-08,Scotland,Spain,0,0,Friendly,Glasgow,Scotland,FALSE
1965-06-03,France,Argentina,0,0,Friendly,Paris,France,FALSE
1965-09-15,Norway,France,0,1,FIFA World Cup qualification,Oslo,Norway,FALSE
1965-10-09,France,Yugoslavia,1,0,FIFA World Cup qualification,Paris,France,FALSE
1965-10-27,Spain,Republic of Ireland,4,1,FIFA World Cup qualification,Seville,Spain,FALSE
1965-11-06,France,Luxembourg,4,1,FIFA World Cup qualification,Marseille,France,FALSE
1965-11-10,Republic of Ireland,Spain,0,1,FIFA World Cup qualification,Paris,France,TRUE
1965-12-08,Spain,England,0,2,Friendly,Madrid,Spain,FALSE
1966-03-19,France,Italy,0,0,Friendly,Paris,France,FALSE
1966-04-20,France,Belgium,0,3,Friendly,Paris,France,FALSE
1966-06-05,Russia,France,3,3,Friendly,Moscow,Soviet Union,FALSE
1966-06-23,Spain,Uruguay,1,1,Friendly,A Coruña,Spain,FALSE
1966-07-13,Argentina,Spain,2,1,FIFA World Cup,Birmingham,England,TRUE
1966-07-13,France,Mexico,1,1,FIFA World Cup,London,England,TRUE
1966-07-15,France,Uruguay,1,2,FIFA World Cup,London,England,TRUE
1966-07-15,Spain,Switzerland,2,1,FIFA World Cup,Sheffield,England,TRUE
1966-07-20,England,France,2,0,FIFA World Cup,London,England,FALSE
1966-07-20,Germany,Spain,2,1,FIFA World Cup,Birmingham,England,TRUE
1966-09-28,Hungary,France,4,2,Friendly,Budapest,Hungary,FALSE
1966-10-22,France,Poland,2,1,UEFA Euro qualification,Paris,France,FALSE
1966-10-23,Republic of Ireland,Spain,0,0,UEFA Euro qualification,Dublin,Republic of Ireland,FALSE
1966-11-11,Belgium,France,2,1,UEFA Euro qualification,Brussels,Belgium,FALSE
1966-11-26,Luxembourg,France,0,3,UEFA Euro qualification,Luxembourg,Luxembourg,FALSE
1966-12-07,Spain,Republic of Ireland,2,0,UEFA Euro qualification,Valencia,Spain,FALSE
1967-02-01,Turkey,Spain,0,0,UEFA Euro qualification,Istanbul,Turkey,FALSE
1967-02-28,France,Corsica,0,2,Friendly,Marseille,France,FALSE
1967-03-22,France,Romania,1,2,Friendly,Paris,France,FALSE
1967-05-24,England,Spain,2,0,Friendly,London,England,FALSE
1967-05-31,Spain,Turkey,2,0,UEFA Euro qualification,Bilbao,Spain,FALSE
1967-06-03,France,Russia,2,4,Friendly,Paris,France,FALSE
1967-09-17,Poland,France,1,4,UEFA Euro qualification,Warsaw,Poland,FALSE
1967-09-27,Germany,France,5,1,Friendly,Berlin,Germany,FALSE
1967-10-01,Czechoslovakia,Spain,1,0,UEFA Euro qualification,Prague,Czechoslovakia,FALSE
1967-10-22,Spain,Czechoslovakia,2,1,UEFA Euro qualification,Madrid,Spain,FALSE
1967-10-28,France,Belgium,1,1,UEFA Euro qualification,Nantes,France,FALSE
1967-12-23,France,Luxembourg,3,1,UEFA Euro qualification,Paris,France,FALSE
1968-02-28,Spain,Sweden,3,1,Friendly,Seville,Spain,FALSE
1968-04-03,England,Spain,1,0,UEFA Euro qualification,London,England,FALSE
1968-04-06,France,Yugoslavia,1,1,UEFA Euro qualification,Marseille,France,FALSE
1968-04-24,Yugoslavia,France,5,1,UEFA Euro qualification,Belgrade,Yugoslavia,FALSE
1968-05-02,Sweden,Spain,1,1,Friendly,Malmö,Sweden,FALSE
1968-05-08,Spain,England,1,2,UEFA Euro qualification,Madrid,Spain,FALSE
1968-09-25,France,Germany,1,1,Friendly,Marseille,France,FALSE
1968-10-17,France,Spain,1,3,Friendly,Lyon,France,FALSE
1968-10-27,Yugoslavia,Spain,0,0,FIFA World Cup qualification,Belgrade,Yugoslavia,FALSE
1968-11-06,France,Norway,0,1,FIFA World Cup qualification,Strasbourg,France,FALSE
1968-12-11,Spain,Belgium,1,1,FIFA World Cup qualification,Madrid,Spain,FALSE
1969-02-12,France,Hungary,2,2,Friendly,Lyon,France,FALSE
1969-02-23,Belgium,Spain,2,1,FIFA World Cup qualification,Liège,Belgium,FALSE
1969-03-12,England,France,5,0,Friendly,London,England,FALSE
1969-03-26,Spain,Switzerland,1,0,Friendly,Valencia,Spain,FALSE
1969-04-23,Spain,Mexico,0,0,Friendly,Seville,Spain,FALSE
1969-04-30,France,Romania,1,0,Friendly,Paris,France,FALSE
1969-04-30,Spain,Yugoslavia,2,1,FIFA World Cup qualification,Barcelona,Spain,FALSE
1969-06-25,Finland,Spain,2,0,FIFA World Cup qualification,Helsinki,Finland,FALSE
1969-09-10,Norway,France,1,3,FIFA World Cup qualification,Oslo,Norway,FALSE
1969-10-15,Spain,Finland,6,0,FIFA World Cup qualification,La Línea de la Concepción,Spain,FALSE
1969-10-15,Sweden,France,2,0,FIFA World Cup qualification,Solna,Sweden,FALSE
1969-11-01,France,Sweden,3,0,FIFA World Cup qualification,Paris,France,FALSE
1970-02-11,Spain,Germany,2,0,Friendly,Seville,Spain,FALSE
1970-02-21,Spain,Italy,2,2,Friendly,Madrid,Spain,FALSE
1970-04-08,France,Bulgaria,1,1,Friendly,Rouen,France,FALSE
1970-04-22,Switzerland,Spain,0,1,Friendly,Lausanne,Switzerland,FALSE
1970-04-28,France,Romania,2,0,Friendly,Reims,France,FALSE
1970-05-03,Switzerland,France,2,1,Friendly,Basel,Switzerland,FALSE
1970-09-05,France,Czechoslovakia,3,0,Friendly,Nice,France,FALSE
1970-10-07,Austria,France,1,0,Friendly,Vienna,Austria,FALSE
1970-10-28,Spain,Greece,2,1,Friendly,Zaragoza,Spain,FALSE
1970-11-11,France,Norway,3,1,UEFA Euro qualification,Lyon,France,FALSE
1970-11-11,Spain,Northern Ireland,3,0,UEFA Euro qualification,Seville,Spain,FALSE
1970-11-15,Belgium,France,1,2,Friendly,Brussels,Belgium,FALSE
1971-01-08,Argentina,France,3,4,Friendly,Buenos Aires,Argentina,FALSE
1971-01-13,Argentina,France,2,0,Friendly,Mar del Plata,Argentina,FALSE
1971-02-20,Italy,Spain,1,2,Friendly,Cagliari,Italy,FALSE
1971-03-17,Spain,France,2,2,Friendly,Valencia,Spain,FALSE
1971-04-24,Hungary,France,1,1,UEFA Euro qualification,Budapest,Hungary,FALSE
1971-05-09,Cyprus,Spain,0,2,UEFA Euro qualification,Nicosia,Cyprus,FALSE
1971-05-30,Russia,Spain,2,1,UEFA Euro qualification,Moscow,Soviet Union,FALSE
1971-09-08,Norway,France,1,3,UEFA Euro qualification,Oslo,Norway,FALSE
1971-10-09,France,Hungary,0,2,UEFA Euro qualification,Colombes,France,FALSE
1971-10-27,Spain,Russia,0,0,UEFA Euro qualification,Seville,Spain,FALSE
1971-11-10,France,Bulgaria,2,1,UEFA Euro qualification,Nantes,France,FALSE
1971-11-24,Spain,Cyprus,7,0,UEFA Euro qualification,Granada,Spain,FALSE
1971-12-04,Bulgaria,France,2,1,UEFA Euro qualification,Sofia,Bulgaria,FALSE
1972-01-12,Spain,Hungary,1,0,Friendly,Madrid,Spain,FALSE
1972-02-16,Northern Ireland,Spain,1,1,UEFA Euro qualification,Kingston upon Hull,England,TRUE
1972-04-08,Romania,France,2,0,Friendly,Bucharest,Romania,FALSE
1972-04-12,Greece,Spain,0,0,Friendly,Salonica,Greece,FALSE
1972-05-23,Spain,Uruguay,2,0,Friendly,Madrid,Spain,FALSE
1972-06-18,Colombia,France,2,3,Brazil Independence Cup,Salvador,Brazil,TRUE
1972-06-25,Argentina,France,0,0,Brazil Independence Cup,Salvador,Brazil,TRUE
1972-09-02,Greece,France,1,3,Friendly,Piraeus,Greece,FALSE
1972-10-11,Spain,Argentina,1,0,Friendly,Madrid,Spain,FALSE
1972-10-13,France,Russia,1,0,FIFA World Cup qualification,Paris,France,FALSE
1972-10-19,Spain,Yugoslavia,2,2,FIFA World Cup qualification,Las Palmas,Spain,FALSE
1972-11-15,Republic of Ireland,France,2,1,FIFA World Cup qualification,Dublin,Republic of Ireland,FALSE
1973-01-17,Greece,Spain,2,3,FIFA World Cup qualification,Athens,Greece,FALSE
1973-02-21,Spain,Greece,3,1,FIFA World Cup qualification,Málaga,Spain,FALSE
1973-03-03,France,Portugal,1,2,Friendly,Paris,France,FALSE
1973-05-02,Netherlands,Spain,3,2,Friendly,Amsterdam,Netherlands,FALSE
1973-05-19,France,Republic of Ireland,1,1,FIFA World Cup qualification,Paris,France,FALSE
1973-05-26,Russia,France,2,0,FIFA World Cup qualification,Moscow,Soviet Union,TRUE
1973-09-08,France,Greece,3,1,Friendly,Paris,France,FALSE
1973-10-13,Germany,France,2,1,Friendly,Gelsenkirchen,Germany,FALSE
1973-10-17,Turkey,Spain,0,0,Friendly,Istanbul,Turkey,FALSE
1973-10-21,Yugoslavia,Spain,0,0,FIFA World Cup qualification,Zagreb,Yugoslavia,FALSE
1973-11-21,France,Denmark,3,0,Friendly,Paris,France,FALSE
1973-11-24,Germany,Spain,2,1,Friendly,Stuttgart,Germany,FALSE
1974-02-13,Yugoslavia,Spain,1,0,FIFA World Cup qualification,Frankfurt,Germany,TRUE
1974-02-23,Spain,Germany,1,0,Friendly,Barcelona,Spain,FALSE
1974-03-23,France,Romania,1,0,Friendly,Paris,France,FALSE
1974-04-27,Czechoslovakia,France,3,3,Friendly,Prague,Czechoslovakia,FALSE
1974-05-18,France,Argentina,0,1,Friendly,Paris,France,FALSE
1974-09-07,Poland,France,0,2,Friendly,Wrocław,Poland,FALSE
1974-09-25,Denmark,Spain,1,2,UEFA Euro qualification,Copenhagen,Denmark,FALSE
1974-10-12,Argentina,Spain,1,1,Friendly,Buenos Aires,Argentina,FALSE
1974-10-12,Belgium,France,2,1,UEFA Euro qualification,Brussels,Belgium,FALSE
1974-11-16,France,German DR,2,2,UEFA Euro qualification,Paris,France,FALSE
1974-11-20,Scotland,Spain,1,2,UEFA Euro qualification,Glasgow,Scotland,FALSE
1975-02-05,Spain,Scotland,1,1,UEFA Euro qualification,Valencia,Spain,FALSE
1975-03-26,France,Hungary,2,0,Friendly,Paris,France,FALSE
1975-04-17,Spain,Romania,1,1,UEFA Euro qualification,Madrid,Spain,FALSE
1975-04-26,France,Portugal,0,2,Friendly,Colombes,France,FALSE
1975-05-25,Iceland,France,0,0,UEFA Euro qualification,Reykjavík,Iceland,FALSE
1975-09-03,France,Iceland,3,0,UEFA Euro qualification,Nantes,France,FALSE
1975-10-12,German DR,France,2,1,UEFA Euro qualification,Leipzig,German DR,FALSE
1975-10-12,Spain,Denmark,2,0,UEFA Euro qualification,Barcelona,Spain,FALSE
1975-11-15,France,Belgium,0,0,UEFA Euro qualification,Paris,France,FALSE
1975-11-16,Romania,Spain,2,2,UEFA Euro qualification,Bucharest,Romania,FALSE
1976-03-27,France,Czechoslovakia,2,2,Friendly,Paris,France,FALSE
1976-04-24,France,Poland,2,0,Friendly,Lens,France,FALSE
1976-04-24,Spain,Germany,1,1,UEFA Euro qualification,Madrid,Spain,FALSE
1976-05-22,Germany,Spain,2,0,UEFA Euro qualification,Munich,Germany,FALSE
1976-05-22,Hungary,France,1,0,Friendly,Budapest,Hungary,FALSE
1976-09-01,Denmark,France,1,1,Friendly,Copenhagen,Denmark,FALSE
1976-10-09,Bulgaria,France,2,2,FIFA World Cup qualification,Sofia,Bulgaria,FALSE
1976-10-10,Spain,Yugoslavia,1,0,FIFA World Cup qualification,Seville,Spain,FALSE
1976-11-17,France,Republic of Ireland,2,0,FIFA World Cup qualification,Paris,France,FALSE
1977-02-02,France,Romania,2,0,Friendly,Bordeaux,France,FALSE
1977-02-09,Republic of Ireland,Spain,0,1,Friendly,Dublin,Republic of Ireland,FALSE
1977-02-23,France,Germany,1,0,Friendly,Paris,France,FALSE
1977-03-27,Spain,Hungary,1,1,Friendly,Alicante,Spain,FALSE
1977-03-30,Republic of Ireland,France,1,0,FIFA World Cup qualification,Dublin,Republic of Ireland,FALSE
1977-04-16,Romania,Spain,1,0,FIFA World Cup qualification,Bucharest,Romania,FALSE
1977-04-23,Switzerland,France,0,4,Friendly,Geneva,Switzerland,FALSE
1977-06-26,Argentina,France,0,0,Friendly,Buenos Aires,Argentina,FALSE
1977-06-30,Brazil,France,2,2,Friendly,Rio de Janeiro,Brazil,FALSE
1977-09-21,Switzerland,Spain,1,2,Friendly,Bern,Switzerland,FALSE
1977-10-08,France,Russia,0,0,Friendly,Paris,France,FALSE
1977-10-26,Spain,Romania,2,0,FIFA World Cup qualification,Madrid,Spain,FALSE
1977-11-16,France,Bulgaria,3,1,FIFA World Cup qualification,Paris,France,FALSE
1977-11-30,Yugoslavia,Spain,0,1,FIFA World Cup qualification,Belgrade,Yugoslavia,FALSE
1978-01-25,Spain,Italy,2,1,Friendly,Madrid,Spain,FALSE
1978-02-08,Italy,France,2,2,Friendly,Naples,Italy,FALSE
1978-03-08,France,Portugal,2,0,Friendly,Paris,France,FALSE
1978-03-29,Spain,Norway,3,0,Friendly,Gijón,Spain,FALSE
1978-04-01,France,Brazil,1,0,Friendly,Paris,France,FALSE
1978-04-26,Spain,Mexico,2,0,Friendly,Granada,Spain,FALSE
1978-05-11,France,Iran,2,1,Friendly,Toulouse,France,FALSE
1978-05-19,France,Tunisia,2,0,Friendly,Villeneuve-d'Ascq,France,FALSE
1978-05-24,Uruguay,Spain,0,0,Friendly,Montevideo,Uruguay,FALSE
1978-06-02,France,Italy,1,2,FIFA World Cup,Mar del Plata,Argentina,TRUE
1978-06-03,Austria,Spain,2,1,FIFA World Cup,Buenos Aires,Argentina,TRUE
1978-06-06,Argentina,France,2,1,FIFA World Cup,Buenos Aires,Argentina,FALSE
1978-06-07,Brazil,Spain,0,0,FIFA World Cup,Mar del Plata,Argentina,TRUE
1978-06-10,France,Hungary,3,1,FIFA World Cup,Mar del Plata,Argentina,TRUE
1978-06-11,Spain,Sweden,1,0,FIFA World Cup,Buenos Aires,Argentina,TRUE
1978-09-01,France,Sweden,2,2,UEFA Euro qualification,Paris,France,FALSE
1978-10-04,Yugoslavia,Spain,1,2,UEFA Euro qualification,Zagreb,Yugoslavia,FALSE
1978-10-07,Luxembourg,France,1,3,UEFA Euro qualification,Luxembourg,Luxembourg,FALSE
1978-11-08,France,Spain,1,0,Friendly,Paris,France,FALSE
1978-11-15,Spain,Romania,1,0,UEFA Euro qualification,Valencia,Spain,FALSE
1978-12-13,Spain,Cyprus,5,0,UEFA Euro qualification,Salamanca,Spain,FALSE
1978-12-21,Italy,Spain,1,0,Friendly,Rome,Italy,FALSE
1979-02-25,France,Luxembourg,3,0,UEFA Euro qualification,Paris,France,FALSE
1979-03-14,Czechoslovakia,Spain,1,0,Friendly,Bratislava,Czechoslovakia,FALSE
1979-04-04,Czechoslovakia,France,2,0,UEFA Euro qualification,Bratislava,Czechoslovakia,FALSE
1979-04-04,Romania,Spain,2,2,UEFA Euro qualification,Craiova,Romania,FALSE
1979-05-02,United States,France,0,6,Friendly,East Rutherford,United States,FALSE
1979-09-05,Sweden,France,1,3,UEFA Euro qualification,Solna,Sweden,FALSE
1979-09-26,Spain,Portugal,1,1,Friendly,Vigo,Spain,FALSE
1979-10-10,France,United States,3,0,Friendly,Paris,France,FALSE
1979-10-10,Spain,Yugoslavia,0,1,UEFA Euro qualification,Valencia,Spain,FALSE
1979-11-14,Spain,Denmark,1,3,Friendly,Cádiz,Spain,FALSE
1979-11-17,France,Czechoslovakia,2,1,UEFA Euro qualification,Paris,France,FALSE
1979-12-09,Cyprus,Spain,1,3,UEFA Euro qualification,Limassol,Cyprus,FALSE
1980-01-23,Spain,Netherlands,1,0,Friendly,Vigo,Spain,FALSE
1980-02-13,Spain,German DR,0,1,Friendly,Málaga,Spain,FALSE
1980-02-27,France,Greece,5,1,Friendly,Paris,France,FALSE
1980-03-26,France,Netherlands,0,0,Friendly,Paris,France,FALSE
1980-03-26,Spain,England,0,2,Friendly,Barcelona,Spain,FALSE
1980-04-16,Spain,Czechoslovakia,2,2,Friendly,Gijón,Spain,FALSE
1980-05-21,Denmark,Spain,2,2,Friendly,Copenhagen,Denmark,FALSE
1980-05-23,Russia,France,1,0,Friendly,Moscow,Soviet Union,FALSE
1980-06-12,Italy,Spain,0,0,UEFA Euro,Milan,Italy,FALSE
1980-06-15,Belgium,Spain,2,1,UEFA Euro,Milan,Italy,TRUE
1980-06-18,Spain,England,1,2,UEFA Euro,Naples,Italy,TRUE
1980-09-24,Hungary,Spain,2,2,Friendly,Budapest,Hungary,FALSE
1980-10-11,Cyprus,France,0,7,FIFA World Cup qualification,Limassol,Cyprus,FALSE
1980-10-15,German DR,Spain,0,0,Friendly,Leipzig,German DR,FALSE
1980-10-28,France,Republic of Ireland,2,0,FIFA World Cup qualification,Paris,France,FALSE
1980-11-12,Spain,Poland,1,2,Friendly,Barcelona,Spain,FALSE
1980-11-19,Germany,France,4,1,Friendly,Hanover,Germany,FALSE
1981-02-18,Spain,France,1,0,Friendly,Madrid,Spain,FALSE
1981-03-25,England,Spain,1,2,Friendly,London,England,FALSE
1981-03-25,Netherlands,France,1,0,FIFA World Cup qualification,Rotterdam,Netherlands,FALSE
1981-04-15,Spain,Hungary,0,3,Friendly,Valencia,Spain,FALSE
1981-04-29,France,Belgium,3,2,FIFA World Cup qualification,Paris,France,FALSE
1981-05-15,France,Brazil,1,3,Friendly,Paris,France,FALSE
1981-06-20,Portugal,Spain,2,0,Friendly,Porto,Portugal,FALSE
1981-06-28,Venezuela,Spain,0,2,Friendly,Caracas,Venezuela,FALSE
1981-07-02,Colombia,Spain,1,1,Friendly,Bogotá,Colombia,FALSE
1981-07-05,Chile,Spain,1,1,Friendly,Santiago,Chile,FALSE
1981-07-08,Brazil,Spain,1,0,Friendly,Salvador,Brazil,FALSE
1981-09-09,Belgium,France,2,0,FIFA World Cup qualification,Brussels,Belgium,FALSE
1981-09-23,Austria,Spain,0,0,Friendly,Vienna,Austria,FALSE
1981-10-14,Republic of Ireland,France,3,2,FIFA World Cup qualification,Dublin,Republic of Ireland,FALSE
1981-10-14,Spain,Luxembourg,3,0,Friendly,Valencia,Spain,FALSE
1981-11-18,France,Netherlands,2,0,FIFA World Cup qualification,Paris,France,FALSE
1981-11-18,Poland,Spain,2,3,Friendly,Łódź,Poland,FALSE
1981-12-05,France,Cyprus,4,0,FIFA World Cup qualification,Paris,France,FALSE
1981-12-16,Spain,Belgium,2,0,Friendly,Valencia,Spain,FALSE
1982-02-23,France,Italy,2,0,Friendly,Paris,France,FALSE
1982-02-24,Spain,Scotland,3,0,Friendly,Valencia,Spain,FALSE
1982-03-24,France,Northern Ireland,4,0,Friendly,Paris,France,FALSE
1982-03-24,Spain,Wales,1,1,Friendly,Valencia,Spain,FALSE
1982-04-28,France,Peru,0,1,Friendly,Paris,France,FALSE
1982-04-28,Spain,Switzerland,2,0,Friendly,Valencia,Spain,FALSE
1982-06-02,France,Wales,0,1,Friendly,Toulouse,France,FALSE
1982-06-16,England,France,3,1,FIFA World Cup,Bilbao,Spain,TRUE
1982-06-16,Spain,Honduras,1,1,FIFA World Cup,Valencia,Spain,FALSE
1982-06-20,Spain,Yugoslavia,2,1,FIFA World Cup,Valencia,Spain,FALSE
1982-06-21,France,Kuwait,4,1,FIFA World Cup,Valladolid,Spain,TRUE
1982-06-24,France,Czechoslovakia,1,1,FIFA World Cup,Valladolid,Spain,TRUE
1982-06-25,Spain,Northern Ireland,0,1,FIFA World Cup,Valencia,Spain,FALSE
1982-06-28,Austria,France,0,1,FIFA World Cup,Madrid,Spain,TRUE
1982-07-02,Spain,Germany,1,2,FIFA World Cup,Madrid,Spain,FALSE
1982-07-04,France,Northern Ireland,4,1,FIFA World Cup,Madrid,Spain,TRUE
1982-07-05,Spain,England,0,0,FIFA World Cup,Madrid,Spain,FALSE
1982-07-08,Germany,France,3,3,FIFA World Cup,Seville,Spain,TRUE
1982-07-10,Poland,France,3,2,FIFA World Cup,Alicante,Spain,TRUE
1982-08-31,France,Poland,0,4,Friendly,Paris,France,FALSE
1982-10-06,France,Hungary,1,0,Friendly,Paris,France,FALSE
1982-10-27,Spain,Iceland,1,0,UEFA Euro qualification,Málaga,Spain,FALSE
1982-11-10,Netherlands,France,1,2,Friendly,Rotterdam,Netherlands,FALSE
1982-11-17,Republic of Ireland,Spain,3,3,UEFA Euro qualification,Dublin,Republic of Ireland,FALSE
1983-02-16,Portugal,France,0,3,Friendly,Guimarães,Portugal,FALSE
1983-02-16,Spain,Netherlands,1,0,UEFA Euro qualification,Seville,Spain,FALSE
1983-03-23,France,Russia,1,1,Friendly,Paris,France,FALSE
1983-04-23,France,Yugoslavia,4,0,Friendly,Paris,France,FALSE
1983-04-27,Spain,Republic of Ireland,2,0,UEFA Euro qualification,Zaragoza,Spain,FALSE
1983-05-15,Malta,Spain,2,3,UEFA Euro qualification,Attard,Malta,FALSE
1983-05-29,Iceland,Spain,0,1,UEFA Euro qualification,Reykjavík,Iceland,FALSE
1983-05-31,Belgium,France,1,1,Friendly,Luxembourg,Luxembourg,TRUE
1983-09-07,Denmark,France,3,1,Friendly,Copenhagen,Denmark,FALSE
1983-10-05,France,Spain,1,1,Friendly,Paris,France,FALSE
1983-11-12,Yugoslavia,France,0,0,Friendly,Zagreb,Yugoslavia,FALSE
1983-11-16,Netherlands,Spain,2,1,UEFA Euro qualification,Rotterdam,Netherlands,FALSE
1983-12-21,Spain,Malta,12,1,UEFA Euro qualification,Seville,Spain,FALSE
1984-01-18,Spain,Hungary,0,1,Friendly,Cádiz,Spain,FALSE
1984-02-29,France,England,2,0,Friendly,Paris,France,FALSE
1984-02-29,Luxembourg,Spain,0,1,Friendly,Luxembourg,Luxembourg,FALSE
1984-03-28,France,Austria,1,0,Friendly,Bordeaux,France,FALSE
1984-04-11,Spain,Denmark,2,1,Friendly,Valencia,Spain,FALSE
1984-04-18,France,Germany,1,0,Friendly,Strasbourg,France,FALSE
1984-05-26,Switzerland,Spain,0,4,Friendly,Geneva,Switzerland,FALSE
1984-05-31,Hungary,Spain,1,1,Friendly,Budapest,Hungary,FALSE
1984-06-01,France,Scotland,2,0,Friendly,Marseille,France,FALSE
1984-06-07,Spain,Yugoslavia,0,1,Friendly,La Línea de la Concepción,Spain,FALSE
1984-06-12,France,Denmark,1,0,UEFA Euro,Paris,France,FALSE
1984-06-14,Romania,Spain,1,1,UEFA Euro,Saint-Étienne,France,TRUE
1984-06-16,France,Belgium,5,0,UEFA Euro,Nantes,France,FALSE
1984-06-17,Portugal,Spain,1,1,UEFA Euro,Marseille,France,TRUE
1984-06-19,France,Yugoslavia,3,2,UEFA Euro,Saint-Étienne,France,FALSE
1984-06-20,Germany,Spain,0,1,UEFA Euro,Paris,France,TRUE
1984-06-23,France,Portugal,3,2,UEFA Euro,Marseille,France,FALSE
1984-06-24,Denmark,Spain,1,1,UEFA Euro,Lyon,France,TRUE
1984-06-27,France,Spain,2,0,UEFA Euro,Paris,France,FALSE
1984-10-13,Luxembourg,France,0,4,FIFA World Cup qualification,Luxembourg,Luxembourg,FALSE
1984-10-17,Spain,Wales,3,0,FIFA World Cup qualification,Seville,Spain,FALSE
1984-11-14,Scotland,Spain,3,1,FIFA World Cup qualification,Glasgow,Scotland,FALSE
1984-11-21,France,Bulgaria,1,0,FIFA World Cup qualification,Paris,France,FALSE
1984-12-08,France,German DR,2,0,FIFA World Cup qualification,Paris,France,FALSE
1985-01-23,Spain,Finland,3,1,Friendly,Alicante,Spain,FALSE
1985-02-27,Spain,Scotland,1,0,FIFA World Cup qualification,Seville,Spain,FALSE
1985-03-27,Spain,Northern Ireland,0,0,Friendly,Palma de Mallorca,Spain,FALSE
1985-04-03,Yugoslavia,France,0,0,FIFA World Cup qualification,Sarajevo,Yugoslavia,FALSE
1985-04-30,Wales,Spain,3,0,FIFA World Cup qualification,Wrexham,Wales,FALSE
1985-05-02,Bulgaria,France,2,0,FIFA World Cup qualification,Sofia,Bulgaria,FALSE
1985-05-26,Republic of Ireland,Spain,0,0,Friendly,Cork,Republic of Ireland,FALSE
1985-06-12,Iceland,Spain,1,2,FIFA World Cup qualification,Reykjavík,Iceland,FALSE
1985-08-21,France,Uruguay,2,0,CONMEBOL–UEFA Cup of Champions,Paris,France,FALSE
1985-09-11,German DR,France,2,0,FIFA World Cup qualification,Leipzig,German DR,FALSE
