player_id,first_name,last_name,name,last_season,current_club_id,player_code,country_of_birth,city_of_birth,country_of_citizenship,date_of_birth,sub_position,position,foot,height_in_cm,contract_expiration_date,agent_name,image_url,international_caps,international_goals,current_national_team_id,url,current_club_domestic_competition_id,current_club_name,market_value_in_eur,highest_market_value_in_eur
70214,Manuchekhr,Dzhalilov,Manuchekhr Dzhalilov,2025,123,manuchekhr-dzhalilov,UdSSR,Hisor,Tajikistan,1990-09-27 00:00:00,Centre-Forward,Attack,right,175,,SSM Moscow,https://img.a.transfermarkt.technology/portrait/header/70214-1715001548.png?lm=1,51,18,13975,https://www.transfermarkt.co.uk/manuchekhr-dzhalilov/profil/spieler/70214,,,,
72266,Rasmus,Schüller,Rasmus Schüller,2025,19657,rasmus-schuller,Finland,Espoo,Finland,1991-06-18 00:00:00,Defensive Midfield,Midfield,left,178,2027-06-30 00:00:00,,https://img.a.transfermarkt.technology/portrait/header/72266-1550595544.jpg?lm=1,79,0,3443,https://www.transfermarkt.co.uk/rasmus-schuller/profil/spieler/72266,DK1,Vendsyssel FF,,
73524,Lars,Gerson,Lars Gerson,2025,12004,lars-gerson,Luxembourg,Luxemburg,Luxembourg,1990-02-05 00:00:00,Centre-Back,Defender,right,186,2026-06-30 00:00:00,YiTB,https://img.a.transfermarkt.technology/portrait/header/73524-1548411032.jpg?lm=1,100,4,3580,https://www.transfermarkt.co.uk/lars-gerson/profil/spieler/73524,,,,
77785,Miguel,Lloyd,Miguel Lloyd,2025,47345,miguel-lloyd,Dominican Republic,Santo Domingo de Guzmán,Dominican Republic,1982-10-23 00:00:00,Goalkeeper,Goalkeeper,,190,,,https://img.a.transfermarkt.technology/portrait/header/77785-1732211863.jpg?lm=1,47,0,15232,https://www.transfermarkt.co.uk/miguel-lloyd/profil/spieler/77785,,,,
80163,Odmar,Færø,Odmar Færø,2025,6170,odmar-faero,Faroe Islands,Tórshavn,Faroe Islands,1989-11-01 00:00:00,Centre-Back,Defender,right,185,2027-10-31 00:00:00,,https://img.a.transfermarkt.technology/portrait/header/s_80163_3016_2012_1.jpg?lm=1,70,2,9173,https://www.transfermarkt.co.uk/odmar-faero/profil/spieler/80163,,,,
80315,Roberts,Savalnieks,Roberts Savalnieks,2025,33783,roberts-savalnieks,Latvia,Valmiera,Latvia,1993-02-04 00:00:00,Right-Back,Defender,right,169,,Aleksandrs Bogdanovs,https://img.a.transfermarkt.technology/portrait/header/80315-1773867712.png?lm=1,73,2,3555,https://www.transfermarkt.co.uk/roberts-savalnieks/profil/spieler/80315,,,,
81532,Celso,Borges,Celso Borges,2025,6478,celso-borges,Costa Rica,San José,Costa Rica,1988-05-27 00:00:00,Central Midfield,Midfield,right,183,2026-12-31 00:00:00,,https://img.a.transfermarkt.technology/portrait/header/81532-1740584086.png?lm=1,164,27,8497,https://www.transfermarkt.co.uk/celso-borges/profil/spieler/81532,,,175000,5000000
83895,Marcelo,Díaz,Marcelo Díaz,2025,1037,marcelo-diaz,Chile,Padre Hurtado,Chile,1986-12-30 00:00:00,Defensive Midfield,Midfield,right,167,2026-12-31 00:00:00,AIM fútbol,https://img.a.transfermarkt.technology/portrait/header/83895-1763537611.jpg?lm=1,62,1,3700,https://www.transfermarkt.co.uk/marcelo-diaz/profil/spieler/83895,,,50000,3400000
83983,Lucas,Mendes,Lucas Mendes,2025,13509,lucas-mendes,Brazil,Curitiba,Qatar,1990-07-03 00:00:00,Centre-Back,Defender,left,184,2027-06-30 00:00:00,,https://img.a.transfermarkt.technology/portrait/header/83983-1740661376.jpg?lm=1,25,2,14162,https://www.transfermarkt.co.uk/lucas-mendes/profil/spieler/83983,,,500000,4000000
84241,Marc,Vales,Marc Vales,2025,42246,marc-vales,Andorra,Escaldes-Engordany,Andorra,1990-04-04 00:00:00,Centre-Back,Defender,right,184,2026-06-30 00:00:00,,https://img.a.transfermarkt.technology/portrait/header/84241-1700594059.jpg?lm=1,103,5,10533,https://www.transfermarkt.co.uk/marc-vales/profil/spieler/84241,,,,
85289,Jordi,Amat,Jordi Amat,2025,14107,jordi-amat,Spain,Barcelona,Indonesia,1992-03-21 00:00:00,Centre-Back,Defender,right,185,2027-05-31 00:00:00,José Vicente Simeón,https://img.a.transfermarkt.technology/portrait/header/85289-1541150488.jpg?lm=1,20,2,13958,https://www.transfermarkt.co.uk/jordi-amat/profil/spieler/85289,,,900000,5000000
86286,Hasan,Al-Haydos,Hasan Al-Haydos,2025,656,hasan-al-haydos,Qatar,Doha,Qatar,1990-12-11 00:00:00,Attacking Midfield,Midfield,right,174,2026-06-30 00:00:00,,https://img.a.transfermarkt.technology/portrait/header/86286-1725787366.jpg?lm=1,167,35,14162,https://www.transfermarkt.co.uk/hasan-al-haydos/profil/spieler/86286,,,,
89231,Jóhann Berg,Gudmundsson,Jóhann Berg Gudmundsson,2025,515,johann-berg-gudmundsson,Iceland,Reykjavík,Iceland,1990-10-27 00:00:00,Right Winger,Attack,left,186,,CAA Stellar,https://img.a.transfermarkt.technology/portrait/header/89231-1700647824.jpg?lm=1,102,8,3574,https://www.transfermarkt.co.uk/johann-berg-gudmundsson/profil/spieler/89231,,,1000000,10000000
89701,Charles,Aránguiz,Charles Aránguiz,2025,1037,charles-aranguiz,Chile,Puente Alto,Chile,1989-04-17 00:00:00,Central Midfield,Midfield,right,172,2027-12-31 00:00:00,Vibra Futbol,https://img.a.transfermarkt.technology/portrait/header/89701-1658913540.jpg?lm=1,103,7,3700,https://www.transfermarkt.co.uk/charles-aranguiz/profil/spieler/89701,,,3000000,15000000
89718,Eduardo,Vargas,Eduardo Vargas,2025,1037,eduardo-vargas,Chile,Renca,Chile,1989-11-20 00:00:00,Centre-Forward,Attack,right,173,2026-12-31 00:00:00,Vibra Futbol,https://img.a.transfermarkt.technology/portrait/header/89718-1718987860.jpg?lm=1,120,45,3700,https://www.transfermarkt.co.uk/eduardo-vargas/profil/spieler/89718,,,1500000,11000000
93549,Manuel,Ott,Manuel Ott,2025,48190,manuel-ott,Germany,München,Philippines,1992-05-06 00:00:00,Central Midfield,Midfield,right,177,2026-06-30 00:00:00,Chris Brandon,https://img.a.transfermarkt.technology/portrait/header/93549-1555338203.jpg?lm=1,69,4,15234,https://www.transfermarkt.co.uk/manuel-ott/profil/spieler/93549,,,,
94359,Carlos,Cáceda,Carlos Cáceda,2025,2734,carlos-caceda,Peru,Lima,Peru,1991-09-27 00:00:00,Goalkeeper,Goalkeeper,right,184,2026-12-31 00:00:00,MIRAGEDEPOR,https://img.a.transfermarkt.technology/portrait/header/94359-1678473743.jpg?lm=1,9,0,3584,https://www.transfermarkt.co.uk/carlos-caceda/profil/spieler/94359,,,,
94880,Yoshimar,Yotún,Yoshimar Yotún,2025,1450,yoshimar-yotun,Peru,Lima,Peru,1990-04-07 00:00:00,Central Midfield,Midfield,left,171,2026-12-31 00:00:00,,https://img.a.transfermarkt.technology/portrait/header/94880-1770127970.png?lm=1,132,8,3584,https://www.transfermarkt.co.uk/yoshimar-yotun/profil/spieler/94880,,,,
95429,Osama,Rashid,Osama Rashid,2025,39637,osama-rashid,Iraq,Kirkuk,Iraq,1992-01-13 00:00:00,Defensive Midfield,Midfield,right,178,,FIA Football,https://img.a.transfermarkt.technology/portrait/header/95429-1705017572.png?lm=1,41,2,3560,https://www.transfermarkt.co.uk/osama-rashid/profil/spieler/95429,,,200000,2000000
95639,Henri,Anier,Henri Anier,2025,23371,henri-anier,Estonia,Tallinn,Estonia,1990-12-17 00:00:00,Centre-Forward,Attack,right,183,2027-12-31 00:00:00,Stars For Tomorrow,https://img.a.transfermarkt.technology/portrait/header/95639-1726871548.jpg?lm=1,104,23,6133,https://www.transfermarkt.co.uk/henri-anier/profil/spieler/95639,,,350000,600000
95984,Hallur,Hansson,Hallur Hansson,2025,6170,hallur-hansson,Faroe Islands,Tórshavn,Faroe Islands,1992-07-08 00:00:00,Central Midfield,Midfield,both,182,,FSM,https://img.a.transfermarkt.technology/portrait/header/s_95984_1053_2013_03_21_1.jpg?lm=1,76,5,9173,https://www.transfermarkt.co.uk/hallur-hansson/profil/spieler/95984,,,200000,600000
97241,Victor,Pálsson,Victor Pálsson,2025,2414,victor-palsson,Iceland,Reykjavík,Iceland,1991-04-30 00:00:00,Centre-Back,Defender,right,186,2027-06-30 00:00:00,,https://img.a.transfermarkt.technology/portrait/header/97241-1678030373.jpg?lm=1,57,5,3574,https://www.transfermarkt.co.uk/victor-palsson/profil/spieler/97241,DK1,AC Horsens,350000,1000000
97925,Munir,El Kajoui,Munir El Kajoui,2025,37176,munir-el-kajoui,Spain,Melilla,Morocco,1989-05-10 00:00:00,Goalkeeper,Goalkeeper,right,190,2026-06-30 00:00:00,11MANGMT,https://img.a.transfermarkt.technology/portrait/header/97925-1685533226.JPG?lm=1,50,0,3575,https://www.transfermarkt.co.uk/munir-el-kajoui/profil/spieler/97925,,,1000000,1600000
98853,Enrico,Pepe,Enrico Pepe,2025,10605,enrico-pepe,Italy,Vico Equense,Malta,1989-11-12 00:00:00,Centre-Back,Defender,right,185,2026-06-30 00:00:00,,https://img.a.transfermarkt.technology/portrait/header/98853-1704400582.jpg?lm=1,38,0,3587,https://www.transfermarkt.co.uk/enrico-pepe/profil/spieler/98853,,,,
98888,Artur,Ioniță,Artur Ioniță,2025,4255,artur-ionita,UdSSR,Chişinău,Moldova,1990-08-17 00:00:00,Central Midfield,Midfield,both,184,2027-06-30 00:00:00,,https://img.a.transfermarkt.technology/portrait/header/98888-1596012828.jpg?lm=1,81,5,6090,https://www.transfermarkt.co.uk/artur-ionita/profil/spieler/98888,,,700000,4500000
99331,Jannik,Vestergaard,Jannik Vestergaard,2025,1003,jannik-vestergaard,Denmark,Hvidovre,Denmark,1992-08-03 00:00:00,Centre-Back,Defender,both,199,2027-06-30 00:00:00,Unique Sports Group,https://img.a.transfermarkt.technology/portrait/header/99331-1701083132.jpg?lm=1,59,3,3436,https://www.transfermarkt.co.uk/jannik-vestergaard/profil/spieler/99331,GB1,Leicester City,4000000,20000000
101031,Rafael,Romo,Rafael Romo,2025,17584,rafael-romo,Venezuela,Turén,Venezuela,1990-02-25 00:00:00,Goalkeeper,Goalkeeper,right,197,2026-11-30 00:00:00,,https://img.a.transfermarkt.technology/portrait/header/101031-1741626671.png?lm=1,37,0,3504,https://www.transfermarkt.co.uk/rafael-romo/profil/spieler/101031,,,400000,800000
102037,Jamal,Bhuyan,Jamal Bhuyan,2025,15729,jamal-bhuyan,Denmark,Glostrup,Bangladesh,1990-04-10 00:00:00,Defensive Midfield,Midfield,right,173,,,https://img.a.transfermarkt.technology/portrait/header/102037-1699801062.jpg?lm=1,90,1,15033,https://www.transfermarkt.co.uk/jamal-bhuyan/profil/spieler/102037,,,,
102123,Viljormur,Davidsen,Viljormur Davidsen,2025,11540,viljormur-davidsen,Faroe Islands,Runavík,Faroe Islands,1991-07-19 00:00:00,Left-Back,Defender,left,177,,,https://img.a.transfermarkt.technology/portrait/header/102123-1617264393.jpg?lm=1,92,6,9173,https://www.transfermarkt.co.uk/viljormur-davidsen/profil/spieler/102123,,,250000,350000
102569,Carlos,Lampe,Carlos Lampe,2025,6878,carlos-lampe,Bolivia,Santa Cruz de la Sierra,Bolivia,1987-03-17 00:00:00,Goalkeeper,Goalkeeper,right,192,,,https://img.a.transfermarkt.technology/portrait/header/102569-1772545385.jpg?lm=1,64,0,5233,https://www.transfermarkt.co.uk/carlos-lampe/profil/spieler/102569,,,,
102683,Islom,Tukhtakhuzhaev,Islom Tukhtakhuzhaev,2025,20099,islom-tukhtakhuzhaev,UdSSR,Fargʻona,Uzbekistan,1989-10-30 00:00:00,Centre-Back,Defender,right,182,2026-12-31 00:00:00,,https://img.a.transfermarkt.technology/portrait/header/102683-1726298302.png?lm=1,78,2,3563,https://www.transfermarkt.co.uk/islom-tukhtakhuzhaev/profil/spieler/102683,,,,
103890,Luis,Advíncula,Luis Advíncula,2025,184,luis-advincula,Peru,El Carmen,Peru,1990-03-02 00:00:00,Right-Back,Defender,right,178,2027-12-31 00:00:00,CAPITAL GROUP SM,https://img.a.transfermarkt.technology/portrait/header/103890-1776885334.jpg?lm=1,131,2,3584,https://www.transfermarkt.co.uk/luis-advincula/profil/spieler/103890,,,1200000,3000000
104006,Fernando,Zampedri,Fernando Zampedri,2025,3277,fernando-zampedri,Argentina,Chajarí,Chile,1988-02-14 00:00:00,Centre-Forward,Attack,right,185,2027-12-31 00:00:00,Futbol Cracks,https://img.a.transfermarkt.technology/portrait/header/104006-1651653330.jpg?lm=1,2,0,3700,https://www.transfermarkt.co.uk/fernando-zampedri/profil/spieler/104006,,,,
104124,Michail,Antonio,Michail Antonio,2025,4630,michail-antonio,England,London,Jamaica,1990-03-28 00:00:00,Centre-Forward,Attack,right,180,,Golden Gate Group,https://img.a.transfermarkt.technology/portrait/header/104124-1709884222.jpg?lm=1,24,5,3671,https://www.transfermarkt.co.uk/michail-antonio/profil/spieler/104124,,,700000,18000000
104697,Alisher,Dzhalilov,Alisher Dzhalilov,2025,34828,alisher-dzhalilov,Tajikistan,"Latakhorak, Dushanbe Region",Tajikistan,1993-08-29 00:00:00,Attacking Midfield,Midfield,left,168,2026-12-31 00:00:00,,https://img.a.transfermarkt.technology/portrait/header/104697-1585536685.png?lm=1,34,7,13975,https://www.transfermarkt.co.uk/alisher-dzhalilov/profil/spieler/104697,,,650000,700000
106984,Artak,Dashyan,Artak Dashyan,2025,10301,artak-dashyan,UdSSR,Erewan,Armenia,1989-11-20 00:00:00,Central Midfield,Midfield,right,181,,,https://img.a.transfermarkt.technology/portrait/header/106984-1725371013.png?lm=1,27,2,6219,https://www.transfermarkt.co.uk/artak-dashyan/profil/spieler/106984,,,,
107318,Roberto,Fernández,Roberto Fernández,2025,1214,roberto-fernandez,Paraguay,Asunción,Paraguay,1988-03-29 00:00:00,Goalkeeper,Goalkeeper,right,191,2026-12-31 00:00:00,La Squadra Sports,https://img.a.transfermarkt.technology/portrait/header/107318-1772568912.PNG?lm=1,29,0,3581,https://www.transfermarkt.co.uk/roberto-fernandez/profil/spieler/107318,,,,
